年度,大会,段階,日付,チームA,学校A,チームB,学校B,得点A,得点B,PK_A,PK_B,出典
2017,総体,都予選 西支部予選,2017-04-23,都立八王子桑志,八王子桑志,自由学園,自由学園,0,9,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-23,都立多摩,多摩,都立国分寺,国分寺,0,8,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-23,明星学園,明星学園,明法,明法,1,1,3,1,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立小平南,小平南,都立三鷹中等教育学校,三鷹中等教育学校,1,1,3,4,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,啓明学園,啓明学園,都立調布南,調布南,0,8,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立東久留米総合,東久留米総合,都立八王子東,八王子東,3,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,国際基督教大高,国際基督教大高,都立富士森,富士森,5,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,大成,大成,都立片倉,片倉,3,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,東海大菅生,東海大菅生,都立南平,南平,7,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立調布北,調布北,昭和一学園,昭和一学園,1,2,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立東大和南,東大和南,都立上水,上水,7,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,錦城,錦城,都立永山,永山,1,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立松が谷,松が谷,都立昭和,昭和,1,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,八王子実践,八王子実践,法政大高,法政大高,1,9,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立府中東,府中東,都立武蔵野北,武蔵野北,3,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,中大附,中大附属,工学院大附,工学院大附,2,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,創価,創価,都立秋留台,秋留台,13,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,帝京八王子,帝京八王子,都立青梅総合,青梅総合,7,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立久留米西,久留米西,都立小金井北,小金井北,3,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立日野台,日野台,明大中野八王子,明大中野八王子,1,1,3,1,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立東村山西,東村山西,都立国立,国立,1,1,9,8,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立武蔵村山,武蔵村山,都立清瀬,清瀬,2,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,明学東村山,明治学院東村山,自由学園,自由学園,1,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-04-30,都立国分寺,国分寺,明星学園,明星学園,1,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,都立三鷹中等教育学校,三鷹中等教育学校,都立調布南,調布南,1,2,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,都立東久留米総合,東久留米総合,国際基督教大高,国際基督教大高,6,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,東海大菅生,東海大菅生,昭和一学園,昭和一学園,5,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,都立東大和南,東大和南,錦城,錦城,4,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,都立府中東,府中東,中大附,中大附属,11,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,創価,創価,帝京八王子,帝京八王子,5,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,都立久留米西,久留米西,都立日野台,日野台,0,3,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,都立東村山西,東村山西,都立武蔵村山,武蔵村山,1,0,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,明学東村山,明治学院東村山,都立国分寺,国分寺,0,2,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-03,都立松が谷,松が谷,法政大高,法政大高,3,4,,,https://koko-soccer.com/score/709
2017,総体,都予選 西支部予選,2017-05-05,大成,大成,都立調布南,調布南,2,1,,,https://koko-soccer.com/score/709
2017,総体,都予選 中支部予選,2017-04-23,都立白鴎,白鴎,都立小山台,小山台,0,5,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立美原,美原,朋優学院,朋優学院,2,2,6,5,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,錦城学園,錦城学園,武蔵野,武蔵野,3,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,区立九段中等教育,九段中等教育,日本ウェルネス,日本ウェルネス,2,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立北豊島工,北豊島工,都立赤羽商,赤羽商,3,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,海城,海城,正則,正則,2,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立蒲田,蒲田,都立板橋有徳,板橋有徳,2,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,攻玉社,攻玉社,順天,順天,4,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,第一商,第一商,都立大山,大山,2,3,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立大島海洋国際,大島海洋国際,都立戸山,戸山,0,7,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立八潮,八潮,都立大島,大島,5,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,東京成徳大高,東京成徳大高,明治学院,明治学院,3,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,駿台学園,駿台学園,都立八丈,八丈,23,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,東工大付,東工大付,大智学園,大智学園,4,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立田園調布,田園調布,桜丘,桜丘,3,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立上野,上野,上野学園,上野学園,0,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立三田,三田,都立大森,大森,13,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,麻布,麻布,芝,芝,1,1,5,4,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立日比谷,日比谷,文教大付,文教大付,2,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,二松学舎大附,二松学舎大附,東洋,東洋,2,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,日体大荏原,日体大荏原,目白研心,目白研心,2,3,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立北園,北園,都立雪谷,雪谷,3,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,広尾学園,広尾学園,國學院,国学院,1,3,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,東京,東京,岩倉,岩倉,11,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,淑徳,淑徳,都立つばさ総合,つばさ総合,1,5,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立王子総合,王子総合,高輪,高輪,1,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,立正大立正,立正大立正,青山学院,青山学院,2,2,7,8,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,渋谷教育学園渋谷,渋谷教育学園渋谷,聖学院,聖学院,0,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立板橋,板橋,都立芝商業,芝商業,7,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立大田桜台,大田桜台,都立青山,青山,0,8,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立大崎,大崎,都立新宿,新宿,1,4,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-23,都立飛鳥,飛鳥,都立広尾,広尾,0,5,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,成城,成城,都立小山台,小山台,1,1,2,4,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立美原,美原,錦城学園,錦城学園,3,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,青稜,青稜,区立九段中等教育,九段中等教育,1,1,4,2,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立北豊島工,北豊島工,海城,海城,0,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,城北,城北,都立蒲田,蒲田,6,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,攻玉社,攻玉社,都立大山,大山,4,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,大東大一,大東大一,都立戸山,戸山,0,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立八潮,八潮,東京成徳大高,東京成徳大高,0,7,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,正則学園,正則学園,都立三田,三田,1,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,早稲田,早稲田,麻布,麻布,0,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立高島,高島,都立日比谷,日比谷,4,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,二松学舎大附,二松学舎大附,目白研心,目白研心,1,4,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,大森学園,大森学園,都立北園,北園,1,1,4,2,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,國學院,国学院,東京,東京,2,6,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立つばさ総合,つばさ総合,高輪,高輪,1,1,3,4,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,青山学院,青山学院,聖学院,聖学院,6,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立板橋,板橋,都立青山,青山,1,1,5,6,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立新宿,新宿,都立広尾,広尾,4,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,駿台学園,駿台学園,東工大付,東工大付,7,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-04-30,都立田園調布,田園調布,上野学園,上野学園,1,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,都立小山台,小山台,都立美原,美原,1,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,青稜,青稜,海城,海城,1,1,2,3,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,城北,城北,攻玉社,攻玉社,1,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,大東大一,大東大一,東京成徳大高,東京成徳大高,0,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,大森学園,大森学園,東京,東京,1,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,正則学園,正則学園,麻布,麻布,0,1,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,都立高島,高島,目白研心,目白研心,4,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,駿台学園,駿台学園,上野学園,上野学園,7,0,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,高輪,高輪,青山学院,青山学院,1,2,,,https://koko-soccer.com/score/706
2017,総体,都予選 中支部予選,2017-05-03,都立青山,青山,都立新宿,新宿,2,1,,,https://koko-soccer.com/score/706
2017,選手権,予選,2017-08-14,都立第四商,第四商,都立東村山,東村山,2,7,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-14,都立北豊島工,北豊島工,都立本所,本所,1,1,3,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-14,都立府中西,府中西,都立田園調布,田園調布,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-14,都立小川,小川,二松学舎大附,二松学舎大附,4,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-14,聖徳学園,聖徳学園,立教池袋,立教池袋,0,8,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-14,都立江東商,江東商,都立田無工,田無工,0,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,中央国際,中央国際,都立国立,国立,1,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,開成,開成,都立八潮,八潮,4,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,筑波大附,筑波大学附属,桜丘,桜丘,5,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,聖学院,聖学院,日大櫻丘,日大櫻丘,1,11,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立三鷹中等教育学校,三鷹中等教育学校,都立松原,松原,6,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立科学技術,科学技術,都立青梅総合,青梅総合,1,7,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立葛飾総合,葛飾総合,都立戸山,戸山,2,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立羽村,羽村,大東学園,大東学園,1,1,5,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,日体大荏原,日体大荏原,中大附,中大附属,11,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,日大一,日大一,都立足立新田,足立新田,6,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立小金井北,小金井北,都立大田桜台,大田桜台,4,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立足立西,足立西,宝仙学園,宝仙学園,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立東大和,東大和,共栄学園,共栄学園,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,朋優学院,朋優学院,芝,芝,0,0,4,3,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,中 央 学 院 大 中 央,中央学院大学中央,桐朋,桐朋,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立竹台,竹台,都立小松川,小松川,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,自由学園,自由学園,淑徳巣鴨,淑徳巣鴨,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立国際,国際,啓明学園,啓明学園,2,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立練馬,練馬,都立八王子北,八王子北,1,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,東京電機大高,東京電機大学,都立田無,田無,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,八王子,八王子,上野学園,上野学園,12,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立府中,府中,昭和一学園,昭和一学園,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,工学院大附,工学院大附,都立拝島,拝島,4,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立広尾,広尾,都立松が谷,松が谷,0,8,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,拓大一高,拓大一高,都立目黒,目黒,4,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立八丈,八丈,都立農芸,農芸,6,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立橘,橘,青稜,青稜,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立大島,大島,第一商,第一商,1,7,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立竹早,竹早,都立武蔵丘,武蔵丘,1,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立武蔵,都立武蔵,巣鴨,巣鴨,5,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立町田工,町田工,都立調布南,調布南,1,10,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立深川,深川,都立片倉,片倉,0,0,4,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,成蹊,成蹊,都立光丘,光丘,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,世田谷学園,世田谷学園,帝京八王子,帝京八王子,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,本郷,本郷,三田国際,三田国際,12,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,獨協,獨協,都立日本橋,日本橋,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,明星学園,明星学園,都立若葉総合,若葉総合,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,淑徳,淑徳,東京学芸大附,東京学芸大附,1,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,成城学園,成城学園,國學院,国学院,4,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立小石川中等教育学校,小石川中等教育学校,都立日野,日野,2,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,穎明館,穎明館,日出,日出,4,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立富士,富士,都立武蔵村山,武蔵村山,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,青山学院,青山学院,都立杉並工,杉並工,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,明法,明法,都立昭和,昭和,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立荒川工,荒川工,都立富士森,富士森,2,6,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立三田,三田,都立久留米西,久留米西,0,7,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,海城,海城,都立秋留台,秋留台,8,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立立川,立川,高輪,高輪,0,0,2,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,東亜学園,東亜学園,明治学院,明治学院,2,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,大智学園,大智学園,都立多摩,多摩,1,1,3,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,国際基督教大高,国際基督教大高,明星,明星,2,2,4,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立両国,両国,昭和一,昭和一,1,12,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立東村山西,東村山西,都立立川国際中等教育学校,立川国際中等教育学校,1,1,4,1,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立翔陽,翔陽,城西大城西,城西大城西,0,0,1,3,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立武蔵野北,武蔵野北,城北,城北,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立保谷,保谷,都立上水,上水,10,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立永山,永山,都立小平,小平,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,大森学園,大森学園,都立府中工,府中工科,16,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立白鴎,白鴎,日大三,日大三,0,11,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,駒込,駒込,京華商,京華商,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立町田総合,町田総合,豊島学院,豊島学院,1,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,武蔵,武蔵,広尾学園,広尾学園,17,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立西,西,都立鷺宮,鷺宮,1,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,駿台学園,駿台学園,大原学園,大原学園,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立大島海洋国際,大島海洋国際,都立八王子東,八王子東,2,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,東洋大京北,東洋大京北,錦城学園,錦城学園,2,2,4,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,成城,成城,都立大泉,大泉,2,2,5,3,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立五日市,五日市,都立神代,神代,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立大崎,大崎,都立小平西,小平西,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,創価,創価,東京工業高専,東京工業高専,16,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立千早,千早,正則学園,正則学園,0,10,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,法政大高,法政大高,立志舎,立志舎,18,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,学習院,学習院,都立田柄,田柄,10,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立板橋,板橋,都立板橋有徳,板橋有徳,9,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,東京都市大付,都市大付,都立墨田工,墨田工,7,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,学芸大国際,学芸大国際,都立王子総合,王子総合,1,1,4,2,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,和光,和光,都立美原,美原,0,0,5,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立府中東,府中東,都立多摩科学技術,多摩科学技術,14,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,明大中野八王子,明大中野八王子,文教大付,文教大付,8,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立国分寺,国分寺,東大附,東大附属,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,八王子実践,八王子実践,日大二,日大二,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,帝京大高,帝京大高,都立杉並総合,杉並総合,1,9,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,多摩大目黒,多摩大学目黒,日工大駒場,日工大駒場,11,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,多摩大聖ヶ丘,多摩大聖ヶ丘,都立篠崎,篠崎,0,0,4,2,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立赤羽商,赤羽商,都立多摩工,多摩工,1,1,3,2,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,東農大一,農大一,都立南平,南平,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立日比谷,日比谷,都立石神井,石神井,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,東工大付,東工大付,錦城,錦城,2,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,武蔵野,武蔵野,駒場学園,駒場学園,0,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,麻布,麻布,都立つばさ総合,つばさ総合,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立足立,足立,都立清瀬,清瀬,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,中大杉並,中大杉並,貞静学園,貞静学園,13,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立杉並,杉並,大東大一,大東大一,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,都立福生,福生,都立淵江,淵江,7,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,正則,正則,日本学園,日本学園,1,7,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-16,立正大立正,立正大立正,東洋,東洋,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立桜修館,桜修館中等,玉川学園,玉川学園,3,3,5,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立三商,三商,都立千歳丘,千歳丘,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,芝浦工大高,芝浦工大高,佼成学園,佼成学園,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,日本ウェルネス,日本ウェルネス,都立小岩,小岩,1,8,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立山崎,山崎,都立科学技術,科学技術,14,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,目黒学院,目黒学院,都立紅葉川,紅葉川,1,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,明大中野,明大中野,都立芦花,芦花,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立向丘,向丘,都立青井,青井,4,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立中野工,中野工,都立葛飾商,葛飾商,0,6,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立文京,文京,都立世田谷総合,世田谷総合,8,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,杉並学院,杉並学院,都立豊島,豊島,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立青山,青山,都立蒲田,蒲田,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,区立九段中等教育,九段中等教育,早稲田,早稲田,0,6,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,岩倉,岩倉,中大附,中大附属,0,9,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立深沢,深沢,都立足立東,足立東,2,2,4,2,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立豊多摩,豊多摩,都立六郷工科,六郷工科,16,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,郁文館,郁文館,都立野津田,野津田,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立南葛飾,南葛飾,都立小平南,小平南,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立練馬工,練馬工,かえつ有明,かえつ有明,0,6,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立町田,町田,都立江戸川,江戸川,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立東,東,都立芝商業,芝商業,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,渋谷教育学園渋谷,渋谷教育学園渋谷,都立桜町,桜町,0,4,,,https://koko-soccer.com/score/802
