年度,大会,段階,日付,チームA,学校A,チームB,学校B,得点A,得点B,PK_A,PK_B,出典
2017,選手権,予選,2017-08-17,都立墨田川,墨田川,都立新宿,新宿,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立飛鳥,飛鳥,都立総合工科,総合工科,2,2,3,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立雪谷,雪谷,都立江北,江北,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,目白研心,目白研心,都立上野,上野,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,東京立正,東京立正,都立葛西南,葛西南,2,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,桜美林,桜美林,都立大森,大森,7,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立小山台,小山台,都立成瀬,成瀬,1,1,3,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,自由ヶ丘学園,自由ヶ丘学園,都立大山,大山,1,9,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,日大鶴ヶ丘,日大鶴ヶ丘,東京都市大等々力,東京都市大等々力,4,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,豊南,豊南,筑波大附,筑波大学附属,7,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-17,都立調布北,調布北,都立葛飾野,葛飾野,0,6,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,保善,保善,都立国立,国立,1,1,4,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,開成,開成,筑波大附,筑波大学附属,1,1,2,3,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立駒場,駒場,日大桜丘,日大櫻丘,10,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立三鷹中等教育学校,三鷹中等教育学校,都立青梅総合,青梅総合,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立高島,高島,都立戸山,戸山,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立羽村,羽村,日体大荏原,日体大荏原,2,7,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,早大学院,早大学院,日大一,日大一,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立桜修館,桜修館中等,都立小金井北,小金井北,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立狛江,狛江,都立千歳丘,千歳丘,7,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,宝仙学園,宝仙学園,都立東大和,東大和,0,9,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,修徳,修徳,芝浦工大高,芝浦工大高,7,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,朋優学院,朋優学院,都立小岩,小岩,1,7,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立東大和南,東大和南,桐朋,桐朋,5,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立小松川,小松川,淑徳巣鴨,淑徳巣鴨,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,明大明治,明大明治,都立国際,国際,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立八王子北,八王子北,明学東村山,明治学院東村山,2,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,専修大附,専修大附,都立東村山,東村山,5,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立田無,田無,八王子,八王子,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,日大豊山,日大豊山,安田学園,安田学園,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立山崎,山崎,昭和一学園,昭和一学園,3,3,4,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,足立学園,足立学園,都立本所,本所,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,工学院大附,工学院大附,都立松が谷,松が谷,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,京華,京華,拓大一高,拓大一高,1,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立八丈,八丈,青稜,青稜,3,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,攻玉社,攻玉社,都立府中西,府中西,4,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,第一商,第一商,都立武蔵丘,武蔵丘,1,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,東京,東京,都立小川,小川,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立武蔵,都立武蔵,都立調布南,調布南,1,11,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,東京成徳大高,東京成徳大高,立教池袋,立教池袋,2,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立片倉,片倉,都立紅葉川,紅葉川,4,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立日野台,日野台,都立田無工,田無工,17,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立光丘,光丘,帝京八王子,帝京八王子,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,本郷,本郷,都立日本橋,日本橋,5,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,明星学園,明星学園,東京学芸大附,東京学芸大附,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,成城学園,成城学園,都立日野,日野,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,穎明館,穎明館,都立武蔵村山,武蔵村山,3,3,6,7,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,青山学院,青山学院,明法,明法,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立富士森,富士森,都立久留米西,久留米西,0,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,海城,海城,明大中野,明大中野,1,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立向丘,向丘,高輪,高輪,2,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,東亜学園,東亜学園,都立多摩,多摩,8,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,明星,明星,昭和一,昭和一,1,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立東村山西,東村山西,城西大城西,城西大城西,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立葛飾商,葛飾商,城北,城北,1,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立保谷,保谷,都立永山,永山,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,大森学園,大森学園,日大三,日大三,3,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,駒込,駒込,豊島学院,豊島学院,1,1,4,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,武蔵,武蔵,都立鷺宮,鷺宮,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,駿台学園,駿台学園,都立大島海洋国際,大島海洋国際,15,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,錦城学園,錦城学園,成城,成城,0,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立文京,文京,都立神代,神代,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立北園,北園,都立豊島,豊島,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立青山,青山,都立小平西,小平西,4,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,早稲田,早稲田,中大附,中大附属,1,1,3,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,創価,創価,都立深沢,深沢,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立豊多摩,豊多摩,正則学園,正則学園,0,8,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,法政大高,法政大高,都立野津田,野津田,1,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立小平南,小平南,かえつ有明,かえつ有明,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,学習院,学習院,都立板橋,板橋,9,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,東京都市大付,都市大付,都立荒川商,荒川商,2,6,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立江戸川,江戸川,都立東,東,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,学芸大国際,学芸大国際,和光,和光,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立府中東,府中東,明大中野八王子,明大中野八王子,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立桜町,桜町,都立墨田川,墨田川,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立国分寺,国分寺,日大二,日大二,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立総合工科,総合工科,都立杉並総合,杉並総合,1,1,5,6,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,多摩大目黒,多摩大学目黒,多摩大聖ヶ丘,多摩大聖ヶ丘,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立赤羽商,赤羽商,都立江北,江北,0,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,東農大一,農大一,都立石神井,石神井,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,目白研心,目白研心,錦城,錦城,4,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立城東,城東,東京立正,東京立正,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,桜美林,桜美林,駒場学園,駒場学園,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,麻布,麻布,都立清瀬,清瀬,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,中大杉並,中大杉並,大東大一,大東大一,1,1,3,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立成瀬,成瀬,都立大山,大山,1,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,都立福生,福生,日本学園,日本学園,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,日大鶴ヶ丘,日大鶴ヶ丘,立正大立正,立正大立正,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-18,豊南,豊南,都立葛飾野,葛飾野,0,11,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,早大学院,早大学院,都立小金井北,小金井北,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,明大明治,明大明治,都立八王子北,八王子北,5,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,拓大一高,拓大一高,青稜,青稜,6,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,攻玉社,攻玉社,都立武蔵丘,武蔵丘,1,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,東京,東京,都立調布南,調布南,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,本郷,本郷,明星学園,明星学園,3,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,都立府中東,府中東,都立墨田川,墨田川,5,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,都立国分寺,国分寺,都立杉並総合,杉並総合,7,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,多摩大目黒,多摩大学目黒,都立江北,江北,5,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,都立城東,城東,桜美林,桜美林,0,0,5,3,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,麻布,麻布,大東大一,大東大一,0,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,都立大山,大山,日本学園,日本学園,0,8,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,日大鶴ヶ丘,日大鶴ヶ丘,都立葛飾野,葛飾野,2,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,明大中野,明大中野,都立向丘,向丘,4,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,成城学園,成城学園,都立武蔵村山,武蔵村山,3,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,東亜学園,東亜学園,昭和一,昭和一,3,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,都立保谷,保谷,大森学園,大森学園,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,豊島学院,豊島学院,武蔵,武蔵,1,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,都立神代,神代,都立豊島,豊島,0,0,6,5,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,創価,創価,正則学園,正則学園,4,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-20,都立野津田,野津田,かえつ有明,かえつ有明,0,5,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立駒場,駒場,都立三鷹中等教育学校,三鷹中等教育学校,2,2,5,4,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立高島,高島,日体大荏原,日体大荏原,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立狛江,狛江,都立東大和,東大和,4,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,修徳,修徳,都立小岩,小岩,9,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立東大和南,東大和南,都立小松川,小松川,4,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,日大豊山,日大豊山,昭和一学園,昭和一学園,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,足立学園,足立学園,都立松が谷,松が谷,1,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,立教池袋,立教池袋,都立片倉,片倉,2,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立東,東,学芸大国際,学芸大国際,3,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,学習院,学習院,都立荒川商,荒川商,7,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立石神井,石神井,目白研心,目白研心,2,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立青山,青山,中大附,中大附属,2,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,駿台学園,駿台学園,成城,成城,4,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立東村山西,東村山西,城北,城北,0,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,明法,明法,都立久留米西,久留米西,0,3,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立日野台,日野台,帝京八王子,帝京八王子,8,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,都立国立,国立,筑波大附,筑波大学附属,5,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-08-21,専修大附,専修大附,八王子,八王子,3,2,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-10-14,東亜学園,東亜学園,駒場東邦,駒場東邦,3,1,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-10-14,都立久留米西,久留米西,都立駒場,駒場,1,4,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-10-14,暁星高等学校,暁星,立教池袋,立教池袋,6,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-10-14,大森学園,大森学園,明大中野,明大中野,4,0,,,https://koko-soccer.com/score/802
2017,選手権,予選,2017-10-14,東京実業,東京実業,都立国分寺,国分寺,3,1,,,https://koko-soccer.com/score/802
