年度,リーグ,ブロック,節,日付,時刻,ホーム,アウェイ,ホーム得点,アウェイ得点,会場,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
2025,T2,,12,2025-09-17,18:30,駒大B,横河武蔵野,1,1,駒沢第２球技場,済,駒澤大高,B,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,12,2025-09-18,18:00,修徳,関東第一,0,2,清瀬内山サッカー場Ｂ面,済,修徳,A,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,12,2025-09-19,18:00,日大三,駿台学園,1,0,清瀬内山サッカー場A面,済,日大三,A,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,12,2025-09-20,10:00,東久留米,帝京B,1,2,東久留米総合高校,済,東久留米総合,A,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,12,2025-09-20,18:30,早稲田実業,養和SC・B,2,1,早稲田大学東伏見グラウンド,済,早稲田実業,A,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,13,2025-09-23,09:30,駒大B,駿台学園,1,2,NICHIBUN SAKURA FIELD,済,駒澤大高,B,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,13,2025-09-23,13:30,関東第一,日大三,4,0,日大三高,済,関東第一,A,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,13,2025-09-23,16:00,帝京B,修徳,2,2,帝京科学大学千住総合グラウンド,済,帝京,B,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,13,2025-09-23,17:00,養和SC・B,東久留米,2,0,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,13,2025-09-23,18:45,横河武蔵野,早稲田実業,0,1,横河電機グランド,済,横河武蔵野,A,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,14,2025-09-27,17:00,修徳,養和SC・B,2,0,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,修徳,A,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,14,2025-09-28,10:00,東久留米,横河武蔵野,2,1,東久留米総合高校,済,東久留米総合,A,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,14,2025-09-28,17:00,関東第一,帝京B,2,2,帝京科学大学千住総合グラウンド,済,関東第一,A,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,14,2025-09-28,18:30,駿台学園,早稲田実業,2,4,赤羽スポーツの森公園競技場,済,駿台学園,A,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,14,2025-09-29,14:30,日大三,駒大B,0,1,日大三高,済,日大三,A,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,15,2025-10-05,10:00,東久留米,駿台学園,1,0,東久留米総合高校,済,東久留米総合,A,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,15,2025-10-05,16:00,帝京B,日大三,6,1,帝京科学大学千住総合グラウンド,済,帝京,B,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,15,2025-10-05,18:30,早稲田実業,駒大B,2,0,早稲田大学東伏見グランド,済,早稲田実業,A,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,15,2025-10-05,18:45,横河武蔵野,修徳,5,4,横河電機グランド,済,横河武蔵野,A,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,15,2025-10-05,19:00,養和SC・B,関東第一,1,0,(公財)三菱養和会　調布グラウンド,済,養和SC,B,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,16,2025-11-15,19:00,関東第一,横河武蔵野,1,3,横河電機グランド,済,関東第一,A,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,16,2025-11-16,10:00,駒大B,東久留米,0,0,東久留米総合高校,済,駒澤大高,B,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,16,2025-11-16,16:00,帝京B,養和SC・B,3,1,帝京科学大学千住総合グラウンド,済,帝京,B,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,16,2025-11-17,18:45,駿台学園,修徳,1,3,赤羽スポーツの森公園競技場,済,駿台学園,A,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,16,2025-11-30,13:30,日大三,早稲田実業,6,0,日大三高,済,日大三,A,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,17,2025-11-21,18:00,関東第一,駿台学園,7,0,駒沢第２球技場,済,関東第一,A,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,17,2025-11-23,09:30,東久留米,早稲田実業,3,0,東久留米総合高校,済,東久留米総合,A,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,17,2025-11-23,18:45,横河武蔵野,帝京B,2,2,横河電機グランド,済,横河武蔵野,A,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,17,2025-11-24,17:00,養和SC・B,日大三,4,1,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,17,2025-11-24,18:00,修徳,駒大B,0,3,清瀬内山サッカー場　Ａ面,済,修徳,A,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,18,2025-12-05,18:30,駒大B,関東第一,2,4,駒沢第２球技場,済,駒澤大高,B,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,18,2025-12-05,18:30,駿台学園,帝京B,2,8,赤羽スポーツの森公園競技場,済,駿台学園,A,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,18,2025-12-06,16:00,日大三,東久留米,0,1,日大三高,済,日大三,A,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,18,2025-12-06,17:00,養和SC・B,横河武蔵野,2,4,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,18,2025-12-07,18:30,早稲田実業,修徳,1,4,早稲田大学東伏見グラウンド,済,早稲田実業,A,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T3,Aブロック,1,2025-04-01,09:30,石神井,暁星,2,1,駒沢第二球技場,済,石神井,A,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,1,2025-04-01,13:30,実践学園B,横河武蔵野B,1,1,実践高尾G,済,実践学園,B,横河武蔵野,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,1,2025-04-01,16:40,久我山B,東京実業,1,0,フロンタウンアンカーF,済,国学院久我山,B,東京実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,1,2025-04-02,14:00,東海大菅生,早大学院,2,0,菅生学びの城G,済,東海大菅生,A,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,1,2025-04-02,16:00,多摩大目黒B,町田Y・B,1,1,東戸塚F・P,済,多摩大学目黒,B,町田Y,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,2,2025-04-06,14:00,暁星,東海大菅生,0,1,菅生学びの城G,済,暁星,A,東海大菅生,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,2,2025-04-06,18:30,町田Y・B,石神井,3,2,NICHIBUN SAKURA FIELD,済,町田Y,B,石神井,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,2,2025-04-06,18:45,横河武蔵野B,久我山B,1,0,横河G,済,横河武蔵野,B,国学院久我山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,2,2025-04-06,18:45,東京実業,多摩大目黒B,1,0,東戸塚F・P,済,東京実業,A,多摩大学目黒,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,2,2025-04-13,10:00,早大学院,実践学園B,0,6,早大学院G,済,早大学院,A,実践学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,3,2025-04-20,14:00,東海大菅生,町田Y・B,0,1,菅生学びの城G,済,東海大菅生,A,町田Y,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,3,2025-04-20,18:00,石神井,多摩大目黒B,1,2,東戸塚F・P,済,石神井,A,多摩大学目黒,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,3,2025-04-20,18:30,久我山B,早大学院,1,0,早大東伏見G,済,国学院久我山,B,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,3,2025-04-20,18:45,東京実業,横河武蔵野B,1,0,横河G,済,東京実業,A,横河武蔵野,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,3,2025-05-06,13:30,実践学園B,暁星,3,1,実践学園高尾グラウンド,済,実践学園,B,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,4,2025-05-18,18:30,早大学院,横河武蔵野B,2,3,早稲田東伏見サッカー場,済,早大学院,A,横河武蔵野,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,4,2025-05-24,03:20,石神井,東京実業,1,1,流通経済大学サッカー場,済,石神井,A,東京実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,4,2025-05-25,18:00,多摩大目黒B,東海大菅生,2,0,東戸塚F・P,済,多摩大学目黒,B,東海大菅生,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,4,2025-05-25,18:00,暁星,久我山B,0,3,國學院大學たまプラーザG,済,暁星,A,国学院久我山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,4,2025-06-28,18:30,町田Y・B,実践学園B,1,0,NICHIBUN SAKURA FIELD,済,町田Y,B,実践学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,5,2025-06-01,11:40,東京実業,早大学院,5,0,尚美学園大学G,済,東京実業,A,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,5,2025-06-01,14:00,東海大菅生,石神井,0,4,菅生学びの城G,済,東海大菅生,A,石神井,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,5,2025-06-01,18:30,久我山B,町田Y・B,1,1,NICHIBUN SAKURA FIELD,済,国学院久我山,B,町田Y,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,5,2025-06-21,18:00,実践学園B,多摩大目黒B,0,1,実践学園高尾グラウンド,済,実践学園,B,多摩大学目黒,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,5,2025-06-29,18:45,横河武蔵野B,暁星,2,2,横河G,済,横河武蔵野,B,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,6,2025-06-07,18:45,多摩大目黒B,久我山B,0,3,東戸塚F・P,済,多摩大学目黒,B,国学院久我山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,6,2025-06-08,13:30,早大学院,暁星,1,0,早大学院G,済,早大学院,A,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,6,2025-06-08,13:30,石神井,実践学園B,2,4,実践学園高尾グラウンド,済,石神井,A,実践学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,6,2025-06-08,14:00,東京実業,東海大菅生,1,1,菅生学びの城G,済,東京実業,A,東海大菅生,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,6,2025-06-21,18:00,町田Y・B,横河武蔵野B,2,1,NICHIBUN SAKURA FIELD,済,町田Y,B,横河武蔵野,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,7,2025-06-14,18:30,久我山B,石神井,1,3,駒沢第二球技場,済,国学院久我山,B,石神井,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,7,2025-06-14,18:30,早大学院,町田Y・B,1,2,早大東伏見G,済,早大学院,A,町田Y,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,7,2025-06-15,14:00,暁星,東京実業,1,2,東京成徳八千代グランド,済,暁星,A,東京実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,7,2025-06-15,16:00,東海大菅生,実践学園B,0,2,菅生学びの城G,済,東海大菅生,A,実践学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,7,2025-06-15,18:45,横河武蔵野B,多摩大目黒B,0,0,横河G,済,横河武蔵野,B,多摩大学目黒,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,8,2025-09-06,18:45,町田Y・B,暁星,6,0,NICHIBUN SAKURA FIELD,済,町田Y,B,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,8,2025-09-06,19:00,石神井,横河武蔵野B,1,1,横河G,済,石神井,A,横河武蔵野,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,8,2025-09-07,13:30,多摩大目黒B,早大学院,0,1,早大学院G,済,多摩大学目黒,B,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,8,2025-09-07,13:30,実践学園B,東京実業,1,5,実践高尾G,済,実践学園,B,東京実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,8,2025-09-07,16:00,東海大菅生,久我山B,0,1,菅生学びの城G,済,東海大菅生,A,国学院久我山,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,9,2025-09-25,18:00,久我山B,実践学園B,1,4,駒沢第二球技場,済,国学院久我山,B,実践学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,9,2025-09-27,18:00,暁星,多摩大目黒B,1,3,東戸塚F・P,済,暁星,A,多摩大学目黒,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,9,2025-09-27,18:45,東京実業,町田Y・B,1,0,NICHIBUN SAKURA FIELD,済,東京実業,A,町田Y,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,9,2025-09-28,09:30,早大学院,石神井,0,2,早大学院G,済,早大学院,A,石神井,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Aブロック,9,2025-09-28,18:45,横河武蔵野B,東海大菅生,4,5,横河G,済,横河武蔵野,B,東海大菅生,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=5
2025,T3,Bブロック,1,2025-04-01,15:00,東京朝鮮,狛江,3,2,東京朝鮮G,済,東京朝鮮,A,狛江,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,1,2025-04-01,16:15,関東第一Ｂ,成立Ｂ,2,2,駒沢第二球技場,済,関東第一,B,成立学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,1,2025-04-01,17:00,帝京C,目白研心,1,0,帝京科学大学千住総合G,済,帝京,C,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,1,2025-04-02,14:00,FC TRP,日大豊山,0,0,日大豊山中台G,済,FCTRP,A,日大豊山,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,1,2025-04-02,18:00,創価,東京,3,0,駒沢補助競技場,済,創価,A,東京,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,2,2025-04-05,14:00,狛江,関東第一Ｂ,1,3,駒沢第二球技場,済,狛江,A,関東第一,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,2,2025-04-06,10:00,目白研心,東京朝鮮,0,3,東京朝鮮G,済,目白研心,A,東京朝鮮,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,2,2025-04-06,16:00,日大豊山,帝京C,0,7,帝京科学大学千住総合G,済,日大豊山,A,帝京,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,2,2025-04-09,18:00,東京,FC TRP,1,3,駒沢第二球技場,済,東京,A,FCTRP,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,2,2025-04-13,10:00,成立Ｂ,創価,1,2,成立学園鷲宮G,済,成立学園,B,創価,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,3,2025-04-20,10:00,FC TRP,成立Ｂ,0,6,成立学園鷲宮G,済,FCTRP,A,成立学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,3,2025-04-20,14:30,創価,関東第一Ｂ,0,1,NICHIBUN SAKURA FIELD,済,創価,A,関東第一,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,3,2025-04-20,19:00,狛江,目白研心,2,1,東京朝鮮G,済,狛江,A,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,3,2025-06-22,16:00,東京朝鮮,日大豊山,2,1,東京朝鮮G,済,東京朝鮮,A,日大豊山,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,3,2025-06-26,18:00,帝京C,東京,2,1,駒沢第二球技場,済,帝京,C,東京,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,4,2025-05-11,14:30,関東第一Ｂ,FC TRP,2,0,NICHIBUN SAKURA FILED,済,関東第一,B,FCTRP,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,4,2025-05-25,10:00,成立Ｂ,帝京C,0,2,成立学園鷲宮G,済,成立学園,B,帝京,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,4,2025-05-25,17:00,東京,東京朝鮮,0,2,東京朝鮮G,済,東京,A,東京朝鮮,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,4,2025-06-25,18:00,創価,狛江,5,2,清瀬内山B面,済,創価,A,狛江,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,4,2025-06-27,18:45,日大豊山,目白研心,0,0,赤羽スポーツの森公園競技場,済,日大豊山,A,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,5,2025-05-29,18:30,目白研心,東京,0,0,駒沢第二球技場,済,目白研心,A,東京,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,5,2025-05-31,16:00,帝京C,関東第一Ｂ,1,1,帝京科学大学千住総合G,済,帝京,C,関東第一,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,5,2025-06-01,16:30,東京朝鮮,成立Ｂ,1,2,東京朝鮮G,済,東京朝鮮,A,成立学園,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,5,2025-06-22,14:30,FC TRP,創価,0,4,NICHIBUN SAKURA FILED,済,FCTRP,A,創価,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,5,2025-09-23,16:00,狛江,日大豊山,4,0,日大豊山中台G,済,狛江,A,日大豊山,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,6,2025-06-08,13:00,成立Ｂ,目白研心,1,1,成立学園鷲宮G,済,成立学園,B,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,6,2025-06-08,14:00,日大豊山,東京,0,0,日大豊山中台G,済,日大豊山,A,東京,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,6,2025-06-08,16:00,関東第一Ｂ,東京朝鮮,1,0,東京朝鮮G,済,関東第一,B,東京朝鮮,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,6,2025-06-08,16:00,創価,帝京C,2,3,帝京科学大学千住総合G,済,創価,A,帝京,C,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
2025,T3,Bブロック,6,2025-06-29,11:30,狛江,FC TRP,0,1,NICHIBUN SAKURA FILED,済,狛江,A,FCTRP,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=3&ltno=6
