年度,リーグ,区分,ホーム,ホーム学校,ホーム区分,アウェイ,アウェイ学校,アウェイ区分,得点H,得点A,出典
2024,Tokyo Unity League,(U-16)2部,目白研心,目白研心,,創価,創価,,2,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,専大附属Ａ,専大附属,A,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,早大学院Ｂ,早大学院,B,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,國學院久我山Ｅ,国学院久我山,E,7,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,実践学園D,実践学園,D,0,4,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,杉並ソシオＡ,杉並ソシオ,A,2,4,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,中大杉並,中大杉並,,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,都立武蔵丘A,武蔵丘,A,3,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,日大鶴ケ丘B,日大鶴ヶ丘,B,1,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立鷺宮A,鷺宮,A,都立豊多摩A,豊多摩,A,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,早大学院Ｂ,早大学院,B,5,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,國學院久我山Ｅ,国学院久我山,E,2,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,実践学園D,実践学園,D,1,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,杉並ソシオＡ,杉並ソシオ,A,1,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,中大杉並,中大杉並,,5,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,都立武蔵丘A,武蔵丘,A,4,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,日大鶴ケ丘B,日大鶴ヶ丘,B,5,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,専大附属Ａ,専大附属,A,都立豊多摩A,豊多摩,A,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,早大学院Ｂ,早大学院,B,國學院久我山Ｅ,国学院久我山,E,3,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,早大学院Ｂ,早大学院,B,実践学園D,実践学園,D,1,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,早大学院Ｂ,早大学院,B,杉並ソシオＡ,杉並ソシオ,A,2,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,早大学院Ｂ,早大学院,B,中大杉並,中大杉並,,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,早大学院Ｂ,早大学院,B,都立武蔵丘A,武蔵丘,A,3,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,早大学院Ｂ,早大学院,B,日大鶴ケ丘B,日大鶴ヶ丘,B,2,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,早大学院Ｂ,早大学院,B,都立豊多摩A,豊多摩,A,1,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,実践学園D,実践学園,D,4,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,杉並ソシオＡ,杉並ソシオ,A,4,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,中大杉並,中大杉並,,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,都立武蔵丘A,武蔵丘,A,2,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,日大鶴ケ丘B,日大鶴ヶ丘,B,6,4,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,國學院久我山Ｅ,国学院久我山,E,都立豊多摩A,豊多摩,A,4,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,実践学園D,実践学園,D,杉並ソシオＡ,杉並ソシオ,A,1,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,実践学園D,実践学園,D,中大杉並,中大杉並,,3,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,実践学園D,実践学園,D,都立武蔵丘A,武蔵丘,A,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,実践学園D,実践学園,D,日大鶴ケ丘B,日大鶴ヶ丘,B,2,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,実践学園D,実践学園,D,都立豊多摩A,豊多摩,A,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,杉並ソシオＡ,杉並ソシオ,A,中大杉並,中大杉並,,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,杉並ソシオＡ,杉並ソシオ,A,都立武蔵丘A,武蔵丘,A,4,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,杉並ソシオＡ,杉並ソシオ,A,日大鶴ケ丘B,日大鶴ヶ丘,B,2,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,杉並ソシオＡ,杉並ソシオ,A,都立豊多摩A,豊多摩,A,0,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,中大杉並,中大杉並,,都立武蔵丘A,武蔵丘,A,1,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,中大杉並,中大杉並,,日大鶴ケ丘B,日大鶴ヶ丘,B,0,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,中大杉並,中大杉並,,都立豊多摩A,豊多摩,A,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立武蔵丘A,武蔵丘,A,日大鶴ケ丘B,日大鶴ヶ丘,B,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,都立武蔵丘A,武蔵丘,A,都立豊多摩A,豊多摩,A,0,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,1部,日大鶴ケ丘B,日大鶴ヶ丘,B,都立豊多摩A,豊多摩,A,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立光丘,光丘,,都立石神井B,石神井,B,1,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立光丘,光丘,,早大学院C,早大学院,C,0,4,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立光丘,光丘,,都立田無,田無,,2,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立光丘,光丘,,日大二B,日大二,B,3,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立光丘,光丘,,都立西,西,,1,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立光丘,光丘,,杉並ソシオB,杉並ソシオ,B,0,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立光丘,光丘,,杉並アヤックス,杉並アヤックス,,4,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立石神井B,石神井,B,早大学院C,早大学院,C,3,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立石神井B,石神井,B,都立田無,田無,,4,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立石神井B,石神井,B,日大二B,日大二,B,3,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立石神井B,石神井,B,都立西,西,,5,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立石神井B,石神井,B,杉並ソシオB,杉並ソシオ,B,4,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立石神井B,石神井,B,杉並アヤックス,杉並アヤックス,,4,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,早大学院C,早大学院,C,都立田無,田無,,2,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,早大学院C,早大学院,C,日大二B,日大二,B,3,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,早大学院C,早大学院,C,都立西,西,,4,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,早大学院C,早大学院,C,杉並ソシオB,杉並ソシオ,B,1,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,早大学院C,早大学院,C,杉並アヤックス,杉並アヤックス,,5,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立田無,田無,,日大二B,日大二,B,0,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立田無,田無,,都立西,西,,0,2,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立田無,田無,,杉並ソシオB,杉並ソシオ,B,3,5,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,日大二B,日大二,B,都立西,西,,1,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,日大二B,日大二,B,杉並ソシオB,杉並ソシオ,B,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,日大二B,日大二,B,杉並アヤックス,杉並アヤックス,,1,0,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立西,西,,杉並ソシオB,杉並ソシオ,B,2,1,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,都立西,西,,杉並アヤックス,杉並アヤックス,,2,5,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2024,NSリーグ,2部Aブロック,杉並ソシオB,杉並ソシオ,B,杉並アヤックス,杉並アヤックス,,4,3,waseda_2024-Tリーグ・ユニティリーグ・NSリーグ星取表20250109.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,実践学園B,実践学園,B,1,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,東海大菅生,東海大菅生,,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,石神井,石神井,,1,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,多摩大目黒B,多摩大学目黒,B,3,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,町田Y・B,町田Y・,B,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,暁星,暁星,,3,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,早大学院,早大学院,,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,横河武蔵野B,横河武蔵野,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,久我山B,国学院久我山,B,東京実業,東京実業,,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,東海大菅生,東海大菅生,,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,石神井,石神井,,4,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,多摩大目黒B,多摩大学目黒,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,町田Y・B,町田Y・,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,暁星,暁星,,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,早大学院,早大学院,,6,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,横河武蔵野B,横河武蔵野,B,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,実践学園B,実践学園,B,東京実業,東京実業,,1,5,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,石神井,石神井,,0,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,多摩大目黒B,多摩大学目黒,B,0,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,町田Y・B,町田Y・,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,暁星,暁星,,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,早大学院,早大学院,,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,横河武蔵野B,横河武蔵野,B,5,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,東京実業,東京実業,,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,石神井,石神井,,多摩大目黒B,多摩大学目黒,B,1,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,石神井,石神井,,町田Y・B,町田Y・,B,2,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,石神井,石神井,,暁星,暁星,,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,石神井,石神井,,早大学院,早大学院,,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,石神井,石神井,,横河武蔵野B,横河武蔵野,B,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,石神井,石神井,,東京実業,東京実業,,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,多摩大目黒B,多摩大学目黒,B,町田Y・B,町田Y・,B,1,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,多摩大目黒B,多摩大学目黒,B,暁星,暁星,,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,多摩大目黒B,多摩大学目黒,B,早大学院,早大学院,,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,多摩大目黒B,多摩大学目黒,B,横河武蔵野B,横河武蔵野,B,0,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,多摩大目黒B,多摩大学目黒,B,東京実業,東京実業,,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,町田Y・B,町田Y・,B,暁星,暁星,,6,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,町田Y・B,町田Y・,B,早大学院,早大学院,,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,町田Y・B,町田Y・,B,横河武蔵野B,横河武蔵野,B,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,町田Y・B,町田Y・,B,東京実業,東京実業,,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,暁星,暁星,,早大学院,早大学院,,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,暁星,暁星,,横河武蔵野B,横河武蔵野,B,2,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,暁星,暁星,,東京実業,東京実業,,1,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,早大学院,早大学院,,横河武蔵野B,横河武蔵野,B,2,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,早大学院,早大学院,,東京実業,東京実業,,0,5,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグAブロック,横河武蔵野B,横河武蔵野,B,東京実業,東京実業,,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tリーグ,T3リーグ17位・18位順位決定戦,早大学院,早大学院,,都立狛江,狛江,,1,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東京朝鮮,東京朝鮮,,トリプレッタ,トリプレッタ,,0,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東京朝鮮,東京朝鮮,,多摩大目黒,多摩大学目黒,,2,5,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東京朝鮮,東京朝鮮,,明星学園,明星学園,,1,5,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東京朝鮮,東京朝鮮,,東海大菅生,東海大菅生,,2,6,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東京朝鮮,東京朝鮮,,日大三,日大三,,0,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東京朝鮮,東京朝鮮,,早大学院,早大学院,,3,6,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,トリプレッタ,トリプレッタ,,多摩大目黒,多摩大学目黒,,0,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,トリプレッタ,トリプレッタ,,明星学園,明星学園,,1,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,トリプレッタ,トリプレッタ,,東海大菅生,東海大菅生,,3,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,トリプレッタ,トリプレッタ,,日大三,日大三,,2,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,トリプレッタ,トリプレッタ,,早大学院,早大学院,,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,多摩大目黒,多摩大学目黒,,明星学園,明星学園,,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,多摩大目黒,多摩大学目黒,,東海大菅生,東海大菅生,,8,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,多摩大目黒,多摩大学目黒,,日大三,日大三,,0,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,多摩大目黒,多摩大学目黒,,早大学院,早大学院,,4,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,明星学園,明星学園,,東海大菅生,東海大菅生,,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,明星学園,明星学園,,日大三,日大三,,3,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,明星学園,明星学園,,早大学院,早大学院,,3,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東海大菅生,東海大菅生,,日大三,日大三,,0,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,東海大菅生,東海大菅生,,早大学院,早大学院,,2,5,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部Bブロック,日大三,日大三,,早大学院,早大学院,,2,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,Tokyo Unity League,(U-16)2部9位~12位順位決定戦,東海大菅生,東海大菅生,,早大学院,早大学院,,0,10,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,実践学園D,実践学園,D,0,4,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,杉並ソシオA,杉並ソシオ,A,1,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,都立鷺宮A,鷺宮,A,2,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,國學院久我山Ｅ,国学院久我山,E,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,都立豊多摩A,豊多摩,A,1,2,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,早大学院Ｂ,早大学院,B,3,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,日大鶴ケ丘B,日大鶴ヶ丘,B,0,1,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,都立石神井B,石神井,B,5,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,日大二A,日大二,A,杉並FC,杉並F,C,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,実践学園D,実践学園,D,杉並ソシオA,杉並ソシオ,A,0,3,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,実践学園D,実践学園,D,都立鷺宮A,鷺宮,A,2,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,実践学園D,実践学園,D,國學院久我山Ｅ,国学院久我山,E,1,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2025,NSリーグ,1部,実践学園D,実践学園,D,都立豊多摩A,豊多摩,A,4,0,waseda_2025-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
