年度,リーグ,日時,ホーム,学校H,アウェイ,学校A,得点H,得点A,状態,出典
2020,T3,非公開,東京実業,東京実業,東京成徳大高,東京成徳大高,,,試合中止 -,https://koko-soccer.com/score/1922
2020,T3,非公開,東海大菅生,東海大菅生,東京実業,東京実業,,,試合中止 -,https://koko-soccer.com/score/1922
2020,T3,2020.11.03 11:00,都立石神井,石神井,保善,保善,1,3,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.03 16:10,東京成徳大高,東京成徳大高,関東一（B）,関東第一,2,3,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.16 18:30,駒澤大学高等学校（C）,駒澤大高,駿台学園,駿台学園,2,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.12.17 18:00,日大三,日大三,都立国分寺,国分寺,3,1,終了,https://koko-soccer.com/score/1922
2020,T3,非公開,関東一（B）,関東第一,東海大菅生,東海大菅生,,,試合中止 -,https://koko-soccer.com/score/1922
2020,T3,2020.09.06 14:15,東京実業,東京実業,日大三,日大三,1,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.07 18:00,駿台学園,駿台学園,都立石神井,石神井,1,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.20 19:00,駒澤大学高等学校（C）,駒澤大高,東京成徳大高,東京成徳大高,2,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.01 10:00,保善,保善,都立国分寺,国分寺,1,2,終了,https://koko-soccer.com/score/1922
2020,T3,非公開,保善,保善,東京実業,東京実業,,,試合中止 -,https://koko-soccer.com/score/1922
2020,T3,2020.09.16 18:00,日大三,日大三,関東一（B）,関東第一,0,3,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.21 18:00,都立国分寺,国分寺,都立石神井,石神井,1,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.12.22 18:30,東京成徳大高,東京成徳大高,駿台学園,駿台学園,0,2,終了,https://koko-soccer.com/score/1922
2020,T3,2020.12.24 13:15,東海大菅生,東海大菅生,駒澤大学高等学校（C）,駒澤大高,0,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.26 18:00,駒澤大学高等学校（C）,駒澤大高,日大三,日大三,4,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.27 11:00,都立石神井,石神井,東京成徳大高,東京成徳大高,0,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.10.01 16:30,東京実業,東京実業,都立国分寺,国分寺,1,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.04 18:00,関東一（B）,関東第一,保善,保善,15,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.12.26,駿台学園,駿台学園,東海大菅生,東海大菅生,2,3,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.12 11:00,都立日野台,日野台,成立学園（B),成立学園,2,4,終了,https://koko-soccer.com/score/1923
2020,T3,2020.09.13 19:10,日大豊山,日大豊山,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,1,2,終了,https://koko-soccer.com/score/1923
2020,T3,2020.09.23 18:00,暁星高等学校,暁星,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,1,3,終了,https://koko-soccer.com/score/1923
2020,T3,2020.10.28 18:45,FCトリプレッタユース,FCトリプレッタユース,國學院久我山（C）,国学院久我山,1,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.15 13:00,かえつ有明,かえつ有明,実践学園（B）,実践学園,0,3,終了,https://koko-soccer.com/score/1923
2020,T3,未定,國學院久我山（C）,国学院久我山,都立日野台,日野台,,,試合中止 -,https://koko-soccer.com/score/1923
2020,T3,2020.09.06 18:00,実践学園（B）,実践学園,暁星高等学校,暁星,1,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.01 13:00,成立学園（B),成立学園,かえつ有明,かえつ有明,6,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.21 19:10,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,日大豊山,日大豊山,2,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.09 19:05,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,FCトリプレッタユース,FCトリプレッタユース,,,試合中止 -,https://koko-soccer.com/score/1923
2020,T3,未定,日大豊山,日大豊山,実践学園（B）,実践学園,,,試合中止 -,https://koko-soccer.com/score/1923
2020,T3,2020.09.21 17:00,國學院久我山（C）,国学院久我山,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,1,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.09.27 11:00,暁星高等学校,暁星,成立学園（B),成立学園,1,4,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.19 19:00,FCトリプレッタユース,FCトリプレッタユース,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,4,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.26 13:00,かえつ有明,かえつ有明,都立日野台,日野台,2,3,終了,https://koko-soccer.com/score/1923
2020,T3,2020.09.06 15:00,成立学園（B),成立学園,日大豊山,日大豊山,3,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.03 13:00,かえつ有明,かえつ有明,國學院久我山（C）,国学院久我山,3,2,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.03 18:00,実践学園（B）,実践学園,FCトリプレッタユース,FCトリプレッタユース,3,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.15 19:10,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,1,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.28 14:30,都立日野台,日野台,暁星高等学校,暁星,2,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.01 14:00,日大豊山,日大豊山,都立日野台,日野台,2,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.22 11:00,FCトリプレッタユース,FCトリプレッタユース,成立学園（B),成立学園,0,2,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.23 15:30,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,実践学園（B）,実践学園,1,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.13 13:00,暁星高等学校,暁星,かえつ有明,かえつ有明,2,3,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.26 14:30,國學院久我山（C）,国学院久我山,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,2,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.10.04 11:30,成立学園（B),成立学園,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,1,2,終了,https://koko-soccer.com/score/1923
2020,T3,2020.10.04 14:20,かえつ有明,かえつ有明,日大豊山,日大豊山,1,2,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.29 19:00,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,実践学園（B）,実践学園,3,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.23 12:30,國學院久我山（C）,国学院久我山,暁星高等学校,暁星,1,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.24 14:00,都立日野台,日野台,FCトリプレッタユース,FCトリプレッタユース,1,5,終了,https://koko-soccer.com/score/1923
2020,T3,2020.10.31 18:00,実践学園（B）,実践学園,國學院久我山（C）,国学院久我山,3,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.07 19:00,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,都立日野台,日野台,1,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.08 13:00,FCトリプレッタユース,FCトリプレッタユース,かえつ有明,かえつ有明,8,2,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.15 14:00,暁星高等学校,暁星,日大豊山,日大豊山,4,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.12.06 12:00,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,成立学園（B),成立学園,1,2,終了,https://koko-soccer.com/score/1923
2020,T3,未定,かえつ有明,かえつ有明,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,,,試合中止 -,https://koko-soccer.com/score/1923
2020,T3,未定,都立日野台,日野台,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,,,試合中止 -,https://koko-soccer.com/score/1923
2020,T3,2020.09.22 11:00,成立学園（B),成立学園,実践学園（B）,実践学園,3,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.09 18:00,暁星高等学校,暁星,FCトリプレッタユース,FCトリプレッタユース,1,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.29 17:00,日大豊山,日大豊山,國學院久我山（C）,国学院久我山,3,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.09.17 18:00,FCトリプレッタユース,FCトリプレッタユース,日大豊山,日大豊山,2,1,終了,https://koko-soccer.com/score/1923
2020,T3,2020.10.01 11:00,國學院久我山（C）,国学院久我山,成立学園（B),成立学園,0,3,終了,https://koko-soccer.com/score/1923
2020,T3,2020.10.01 17:10,FC町田ゼルビアユース（B）,FC町田ゼルビアユース,暁星高等学校,暁星,0,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.10.03 18:00,実践学園（B）,実践学園,都立日野台,日野台,6,0,終了,https://koko-soccer.com/score/1923
2020,T3,2020.11.23 17:10,東京武蔵野シティFCU-18（B）,東京武蔵野シティFCU-18,かえつ有明,かえつ有明,3,1,終了,https://koko-soccer.com/score/1923
2020,T4,2020.09.05 17:00,東海大高輪台（B),東海大高輪台,大東大一,大東大一,1,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.25 13:30,東京,東京,日体大荏原,日体大荏原,1,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.01 18:00,実践学園（C）,実践学園,都立東大和,東大和,2,4,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.21 14:00,都立府中東,府中東,都立葛飾野,葛飾野,4,3,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.06 10:00,大森学園,大森学園,都立東久留米総合（B）,東久留米総合,5,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.01 13:30,日体大荏原,日体大荏原,大森学園,大森学園,3,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.04 16:00,都立葛飾野,葛飾野,東海大高輪台（B),東海大高輪台,0,4,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.12 18:15,大東大一,大東大一,実践学園（C）,実践学園,1,2,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.20 09:30,都立東久留米総合（B）,東久留米総合,都立府中東,府中東,3,3,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.21 16:00,都立東大和,東大和,東京,東京,3,4,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.05 16:45,実践学園（C）,実践学園,都立葛飾野,葛飾野,1,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.19 12:30,東海大高輪台（B),東海大高輪台,都立東久留米総合（B）,東久留米総合,2,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.01 13:30,東京,東京,大東大一,大東大一,3,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.04 14:00,都立府中東,府中東,大森学園,大森学園,3,4,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.04 14:00,日体大荏原,日体大荏原,都立東大和,東大和,1,3,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.27 15:00,大森学園,大森学園,東海大高輪台（B),東海大高輪台,1,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.08 14:00,都立府中東,府中東,日体大荏原,日体大荏原,1,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.22 09:30,都立東久留米総合（B）,東久留米総合,実践学園（C）,実践学園,0,2,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.25 13:15,大東大一,大東大一,都立東大和,東大和,2,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.29,都立葛飾野,葛飾野,東京,東京,,,試合中止 -,https://koko-soccer.com/score/1924
2020,T4,2020.09.20 18:00,実践学園（C）,実践学園,大森学園,大森学園,1,2,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.01 10:00,都立東大和,東大和,都立葛飾野,葛飾野,3,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.08 10:00,東京,東京,都立東久留米総合（B）,東久留米総合,1,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.14 16:20,日体大荏原,日体大荏原,大東大一,大東大一,5,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.06 16:00,東海大高輪台（B),東海大高輪台,都立府中東,府中東,7,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.13 12:30,日体大荏原,日体大荏原,東海大高輪台（B),東海大高輪台,0,6,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.29 19:15,大東大一,大東大一,都立葛飾野,葛飾野,5,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.03 08:30,大森学園,大森学園,東京,東京,0,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.26 18:00,都立府中東,府中東,実践学園（C）,実践学園,1,2,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.19 09:30,都立東久留米総合（B）,東久留米総合,都立東大和,東大和,0,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.01 10:00,大東大一,大東大一,都立東久留米総合（B）,東久留米総合,4,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.01 14:00,東京,東京,都立府中東,府中東,3,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.07 18:00,東海大高輪台（B),東海大高輪台,実践学園（C）,実践学園,0,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.11 18:15,都立東大和,東大和,大森学園,大森学園,1,2,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.15 18:30,都立葛飾野,葛飾野,日体大荏原,日体大荏原,2,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.22 10:00,都立東久留米総合（B）,東久留米総合,都立葛飾野,葛飾野,1,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.05 18:00,大森学園,大森学園,大東大一,大東大一,4,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.10.17 14:00,実践学園（C）,実践学園,日体大荏原,日体大荏原,5,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.15 14:00,都立府中東,府中東,都立東大和,東大和,0,4,終了,https://koko-soccer.com/score/1924
2020,T4,2020.12.12 17:00,東海大高輪台（B),東海大高輪台,東京,東京,2,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.13 14:00,大東大一,大東大一,都立府中東,府中東,0,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.24 18:45,東京,東京,実践学園（C）,実践学園,1,5,終了,https://koko-soccer.com/score/1924
2020,T4,2020.09.28 18:30,都立葛飾野,葛飾野,大森学園,大森学園,0,1,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.03 10:30,日体大荏原,日体大荏原,都立東久留米総合（B）,東久留米総合,1,0,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.23 17:00,都立東大和,東大和,東海大高輪台（B),東海大高輪台,1,2,終了,https://koko-soccer.com/score/1924
2020,T4,2020.11.03 10:00,創価,創価,都立駒場,駒場,0,3,終了,https://koko-soccer.com/score/1925
2020,T4,2020.11.08 09:30,日本学園,日本学園,目白研心,目白研心,1,0,終了,https://koko-soccer.com/score/1925
2020,T4,2020.12.05 17:45,駒澤大学高等学校（D）,駒澤大高,杉並FCユース,杉並FCユース,7,2,終了,https://koko-soccer.com/score/1925
2020,T4,2020.12.25 14:00,東農大一,農大一,早大学院,早大学院,1,3,終了,https://koko-soccer.com/score/1925
2020,T4,非公開,都立東大和南,東大和南,都立狛江,狛江,,,試合中止 -,https://koko-soccer.com/score/1925
2020,T4,2020.11.01 13:30,都立狛江,狛江,駒澤大学高等学校（D）,駒澤大高,2,0,終了,https://koko-soccer.com/score/1925
2020,T4,2020.11.03 10:00,目白研心,目白研心,東農大一,農大一,4,0,終了,https://koko-soccer.com/score/1925
2020,T4,2020.11.03 10:00,早大学院,早大学院,都立東大和南,東大和南,3,2,終了,https://koko-soccer.com/score/1925
2020,T4,2020.11.23 17:45,都立駒場,駒場,日本学園,日本学園,0,2,終了,https://koko-soccer.com/score/1925
2020,T4,非公開,杉並FCユース,杉並FCユース,創価,創価,,,試合中止 -,https://koko-soccer.com/score/1925
2020,T4,2020.10.04 09:30,駒澤大学高等学校（D）,駒澤大高,都立東大和南,東大和南,0,1,終了,https://koko-soccer.com/score/1925
2020,T4,2020.12.19 09:30,創価,創価,都立狛江,狛江,1,1,終了,https://koko-soccer.com/score/1925
2020,T4,2020.12.19 11:00,日本学園,日本学園,杉並FCユース,杉並FCユース,6,1,終了,https://koko-soccer.com/score/1925
2020,T4,2020.12.22 09:30,早大学院,早大学院,目白研心,目白研心,0,0,終了,https://koko-soccer.com/score/1925
