年度,リーグ,日時,ホーム,学校H,アウェイ,学校A,得点H,得点A,状態,出典
2019,T1,2019.04.02 10:00,関東一,関東第一,実践学園,実践学園,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.04.02 13:15,國學院久我山,国学院久我山,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,4,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.04.03 13:00,FC東京U-18(B),FC東京U-18,駒澤大学高等学校,駒澤大高,0,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.04.03 13:00,東京朝鮮中高級学校,東京朝鮮中高級学校,FC町田ゼルビアユース,FC町田ゼルビアユース,1,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.04.30 13:30,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,FC東京U-18(B),FC東京U-18,1,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.05.02 10:00,國學院久我山,国学院久我山,実践学園,実践学園,6,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.05.03 10:00,駒澤大学高等学校,駒澤大高,成立学園,成立学園,4,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.05.03 16:00,東京朝鮮中高級学校,東京朝鮮中高級学校,関東一,関東第一,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.05.03 16:00,FC町田ゼルビアユース,FC町田ゼルビアユース,都立東久留米総合,東久留米総合,3,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.06.29 16:00,FC東京U-18(B),FC東京U-18,実践学園,実践学園,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.06.30 10:00,國學院久我山,国学院久我山,関東一,関東第一,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.06.30 10:00,成立学園,成立学園,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,1,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.06.30 17:10,駒澤大学高等学校,駒澤大高,FC町田ゼルビアユース,FC町田ゼルビアユース,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.05 10:00,都立東久留米総合,東久留米総合,東京朝鮮中高級学校,東京朝鮮中高級学校,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.07 10:00,実践学園,実践学園,成立学園,成立学園,3,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.07 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,0,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.07 9:30,都立東久留米総合,東久留米総合,駒澤大学高等学校,駒澤大高,0,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.10 18:30,関東一,関東第一,FC東京U-18(B),FC東京U-18,2,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.18 18:00,東京朝鮮中高級学校,東京朝鮮中高級学校,國學院久我山,国学院久我山,1,5,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.13,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,都立東久留米総合,東久留米総合,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.14 10:00,成立学園,成立学園,関東一,関東第一,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.14 18:00,実践学園,実践学園,FC町田ゼルビアユース,FC町田ゼルビアユース,8,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.15 17:00,FC東京U-18(B),FC東京U-18,國學院久我山,国学院久我山,1,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.21 17:00,駒澤大学高等学校,駒澤大高,東京朝鮮中高級学校,東京朝鮮中高級学校,3,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.17 18:30,駒澤大学高等学校,駒澤大高,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,0,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.21 10:00,國學院久我山,国学院久我山,成立学園,成立学園,0,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.21 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,関東一,関東第一,2,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.07.21 18:00,実践学園,実践学園,都立東久留米総合,東久留米総合,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.18 10:00,東京朝鮮中高級学校,東京朝鮮中高級学校,FC東京U-18(B),FC東京U-18,2,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.24 10:00,成立学園,成立学園,FC東京U-18(B),FC東京U-18,2,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.24 10:00,関東一,関東第一,都立東久留米総合,東久留米総合,3,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.24 19:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,東京朝鮮中高級学校,東京朝鮮中高級学校,3,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.25 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,國學院久我山,国学院久我山,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.25 18:00,実践学園,実践学園,駒澤大学高等学校,駒澤大高,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.30 17:45,駒澤大学高等学校,駒澤大高,関東一,関東第一,0,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.01 10:00,東京朝鮮中高級学校,東京朝鮮中高級学校,成立学園,成立学園,0,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.01 10:00,都立東久留米総合,東久留米総合,國學院久我山,国学院久我山,0,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.01 18:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,実践学園,実践学園,0,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.02 19:15,FC東京U-18(B),FC東京U-18,FC町田ゼルビアユース,FC町田ゼルビアユース,0,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.08.04 18:30,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,関東一,関東第一,1,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.07 16:30,FC東京U-18(B),FC東京U-18,都立東久留米総合,東久留米総合,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.08 10:00,國學院久我山,国学院久我山,駒澤大学高等学校,駒澤大高,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.08 10:00,成立学園,成立学園,FC町田ゼルビアユース,FC町田ゼルビアユース,2,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.31,実践学園,実践学園,東京朝鮮中高級学校,東京朝鮮中高級学校,2,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.12 18:30,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,國學院久我山,国学院久我山,2,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.14 17:00,駒澤大学高等学校,駒澤大高,FC東京U-18(B),FC東京U-18,4,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.14 18:00,実践学園,実践学園,関東一,関東第一,2,4,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.15 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,東京朝鮮中高級学校,東京朝鮮中高級学校,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.16 10:00,都立東久留米総合,東久留米総合,成立学園,成立学園,0,8,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.22 10:00,成立学園,成立学園,駒澤大学高等学校,駒澤大高,0,4,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.22 15:00,都立東久留米総合,東久留米総合,FC町田ゼルビアユース,FC町田ゼルビアユース,2,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.23 16:00,関東一,関東第一,東京朝鮮中高級学校,東京朝鮮中高級学校,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.23 17:00,実践学園,実践学園,國學院久我山,国学院久我山,2,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.30 19:00,FC東京U-18(B),FC東京U-18,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.28 15:45,関東一,関東第一,國學院久我山,国学院久我山,1,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.29 16:00,東京朝鮮中高級学校,東京朝鮮中高級学校,都立東久留米総合,東久留米総合,0,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.09.29 18:00,FC町田ゼルビアユース,FC町田ゼルビアユース,駒澤大学高等学校,駒澤大高,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.01,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,成立学園,成立学園,2,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.14,実践学園,実践学園,FC東京U-18(B),FC東京U-18,0,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.05 16:00,國學院久我山,国学院久我山,東京朝鮮中高級学校,東京朝鮮中高級学校,2,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.05 19:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,FC町田ゼルビアユース,FC町田ゼルビアユース,0,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.06 10:00,成立学園,成立学園,実践学園,実践学園,1,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.06 16:30,FC東京U-18(B),FC東京U-18,関東一,関東第一,0,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.10.06 9:30,駒澤大学高等学校,駒澤大高,都立東久留米総合,東久留米総合,8,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.24 10:00,関東一,関東第一,成立学園,成立学園,1,0,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.24 16:00,國學院久我山,国学院久我山,FC東京U-18(B),FC東京U-18,3,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.24 17:00,東京朝鮮中高級学校,東京朝鮮中高級学校,駒澤大学高等学校,駒澤大高,1,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.24 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,実践学園,実践学園,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.24 9:30,都立東久留米総合,東久留米総合,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,1,4,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.30 16:00,都立東久留米総合,東久留米総合,実践学園,実践学園,3,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.30 17:10,関東一,関東第一,FC町田ゼルビアユース,FC町田ゼルビアユース,0,3,終了,https://koko-soccer.com/score/1452
2019,T1,2019.11.30 19:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,駒澤大学高等学校,駒澤大高,0,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.12.01 10:00,成立学園,成立学園,國學院久我山,国学院久我山,1,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.12.01 13:30,FC東京U-18(B),FC東京U-18,東京朝鮮中高級学校,東京朝鮮中高級学校,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.12.07 15:30,FC東京U-18(B),FC東京U-18,成立学園,成立学園,1,2,終了,https://koko-soccer.com/score/1452
2019,T1,2019.12.07 17:00,東京朝鮮中高級学校,東京朝鮮中高級学校,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,2,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.12.08 10:00,國學院久我山,国学院久我山,FC町田ゼルビアユース,FC町田ゼルビアユース,0,1,終了,https://koko-soccer.com/score/1452
2019,T1,2019.12.08 16:00,都立東久留米総合,東久留米総合,関東一,関東第一,0,4,終了,https://koko-soccer.com/score/1452
2019,T1,2019.12.08 9:30,駒澤大学高等学校,駒澤大高,実践学園,実践学園,1,1,終了,https://koko-soccer.com/score/1452
2020,T1,2020.09.22 18:00,FC東京U-18(B),FC東京U-18,実践学園,実践学園,2,5,終了,https://koko-soccer.com/score/1920
2020,T1,2020.10.04 15:30,駒澤大学高等学校,駒澤大高,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,2,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.10 10:00,成立学園,成立学園,関東一,関東第一,4,3,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.13 10:00,FC町田ゼルビアユース,FC町田ゼルビアユース,堀越,堀越,5,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.20 10:00,大成,大成,國學院久我山,国学院久我山,1,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.05 17:30,堀越,堀越,國學院久我山,国学院久我山,2,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.06 10:00,実践学園,実践学園,成立学園,成立学園,1,3,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.06 16:00,大成,大成,FC東京U-18(B),FC東京U-18,2,4,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.25 17:00,関東一,関東第一,駒澤大学高等学校,駒澤大高,1,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.20 17:30,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,FC町田ゼルビアユース,FC町田ゼルビアユース,1,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.12 18:00,駒澤大学高等学校,駒澤大高,実践学園,実践学園,1,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.12 19:00,國學院久我山,国学院久我山,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,0,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.13 10:00,堀越,堀越,大成,大成,1,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.13 10:00,成立学園,成立学園,FC東京U-18(B),FC東京U-18,2,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.13 17:10,FC町田ゼルビアユース,FC町田ゼルビアユース,関東一,関東第一,1,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.19 18:00,実践学園,実践学園,FC町田ゼルビアユース,FC町田ゼルビアユース,3,3,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.20 10:00,関東一,関東第一,國學院久我山,国学院久我山,2,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.20 13:00,駒澤大学高等学校,駒澤大高,FC東京U-18(B),FC東京U-18,2,3,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.21 10:00,大成,大成,成立学園,成立学園,0,4,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.21 10:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,堀越,堀越,0,4,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.26 10:00,駒澤大学高等学校,駒澤大高,成立学園,成立学園,3,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.09.27 10:00,関東一,関東第一,堀越,堀越,2,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.19 18:00,國學院久我山,国学院久我山,実践学園,実践学園,3,4,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.09 18:30,FC東京U-18(B),FC東京U-18,FC町田ゼルビアユース,FC町田ゼルビアユース,0,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.12 19:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,大成,大成,1,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.10.01 09:45,大成,大成,駒澤大学高等学校,駒澤大高,1,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.10.04 09:30,成立学園,成立学園,FC町田ゼルビアユース,FC町田ゼルビアユース,3,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.10.04 17:00,FC東京U-18(B),FC東京U-18,國學院久我山,国学院久我山,1,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.10.04 18:00,堀越,堀越,実践学園,実践学園,3,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.13,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,関東一,関東第一,2,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.22 17:30,FC町田ゼルビアユース,FC町田ゼルビアユース,駒澤大学高等学校,駒澤大高,0,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.22 19:00,実践学園,実践学園,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,2,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.23 10:00,成立学園,成立学園,國學院久我山,国学院久我山,4,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.25 18:00,FC東京U-18(B),FC東京U-18,堀越,堀越,2,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.18 13:00,関東一,関東第一,大成,大成,1,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.28 19:00,FC東京U-18(B),FC東京U-18,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,1,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.29 10:00,堀越,堀越,成立学園,成立学園,4,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.29 10:00,駒澤大学高等学校,駒澤大高,國學院久我山,国学院久我山,3,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.11.29 17:00,関東一,関東第一,実践学園,実践学園,1,0,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.25 15:20,大成,大成,FC町田ゼルビアユース,FC町田ゼルビアユース,,,試合中止 -,https://koko-soccer.com/score/1920
2020,T1,2020.12.05 15:00,実践学園,実践学園,大成,大成,6,1,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.05 16:00,FC東京U-18(B),FC東京U-18,関東一,関東第一,0,3,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.06 10:00,FC町田ゼルビアユース,FC町田ゼルビアユース,國學院久我山,国学院久我山,1,2,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.06 10:00,駒澤大学高等学校,駒澤大高,堀越,堀越,1,3,終了,https://koko-soccer.com/score/1920
2020,T1,2020.12.06 10:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,成立学園,成立学園,2,1,終了,https://koko-soccer.com/score/1920
2020,T2,2020.10.31 18:00,都立東久留米総合,東久留米総合,多摩大目黒,多摩大学目黒,2,4,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.15 15:30,修徳,修徳,三菱養和SCユース（B）,三菱養和SCユース,0,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.15 17:00,國學院久我山（B）,国学院久我山,早稲田実業,早稲田実業,0,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.26 17:15,駒澤大学高等学校（B）,駒澤大高,国士舘,国士舘,2,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.12.13 13:00,東京朝鮮中高級学校,東京朝鮮中高級学校,東海大高輪台,東海大高輪台,1,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.05 17:00,三菱養和SCユース（B）,三菱養和SCユース,東京朝鮮中高級学校,東京朝鮮中高級学校,6,2,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.05 17:30,国士舘,国士舘,國學院久我山（B）,国学院久我山,2,4,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.06 16:30,修徳,修徳,早稲田実業,早稲田実業,5,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.10.05 19:15,多摩大目黒,多摩大学目黒,駒澤大学高等学校（B）,駒澤大高,0,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.15 09:30,東海大高輪台,東海大高輪台,都立東久留米総合,東久留米総合,2,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.12 18:00,東海大高輪台,東海大高輪台,多摩大目黒,多摩大学目黒,1,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.12 18:30,東京朝鮮中高級学校,東京朝鮮中高級学校,早稲田実業,早稲田実業,1,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.12 18:30,駒澤大学高等学校（B）,駒澤大高,國學院久我山（B）,国学院久我山,3,4,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.13 15:00,修徳,修徳,国士舘,国士舘,2,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.07 19:00,都立東久留米総合,東久留米総合,三菱養和SCユース（B）,三菱養和SCユース,1,3,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.19 19:00,東海大高輪台,東海大高輪台,三菱養和SCユース（B）,三菱養和SCユース,1,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.20 17:15,駒澤大学高等学校（B）,駒澤大高,修徳,修徳,1,2,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.21 10:30,国士舘,国士舘,東京朝鮮中高級学校,東京朝鮮中高級学校,1,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.21 15:30,早稲田実業,早稲田実業,都立東久留米総合,東久留米総合,2,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.21 17:30,多摩大目黒,多摩大学目黒,國學院久我山（B）,国学院久我山,4,3,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.26 17:00,東京朝鮮中高級学校,東京朝鮮中高級学校,駒澤大学高等学校（B）,駒澤大高,3,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.26 18:30,修徳,修徳,國學院久我山（B）,国学院久我山,4,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.27 12:30,早稲田実業,早稲田実業,東海大高輪台,東海大高輪台,0,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.27 15:30,都立東久留米総合,東久留米総合,国士舘,国士舘,1,3,終了,https://koko-soccer.com/score/1921
2020,T2,2020.09.27 19:00,三菱養和SCユース（B）,三菱養和SCユース,多摩大目黒,多摩大学目黒,1,2,終了,https://koko-soccer.com/score/1921
2020,T2,2020.10.01 12:00,都立東久留米総合,東久留米総合,駒澤大学高等学校（B）,駒澤大高,2,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.10.01 13:00,東京朝鮮中高級学校,東京朝鮮中高級学校,國學院久我山（B）,国学院久我山,4,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.10.01 14:15,多摩大目黒,多摩大学目黒,修徳,修徳,1,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.10.04 10:00,早稲田実業,早稲田実業,三菱養和SCユース（B）,三菱養和SCユース,1,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.10.04 12:30,東海大高輪台,東海大高輪台,国士舘,国士舘,4,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.21 13:00,修徳,修徳,東京朝鮮中高級学校,東京朝鮮中高級学校,4,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.21 18:30,多摩大目黒,多摩大学目黒,早稲田実業,早稲田実業,1,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.22 12:30,駒澤大学高等学校（B）,駒澤大高,東海大高輪台,東海大高輪台,1,2,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.23 12:15,都立東久留米総合,東久留米総合,國學院久我山（B）,国学院久我山,3,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.23 16:00,国士舘,国士舘,三菱養和SCユース（B）,三菱養和SCユース,1,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.28 16:00,駒澤大学高等学校（B）,駒澤大高,三菱養和SCユース（B）,三菱養和SCユース,0,2,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.28 18:30,東海大高輪台,東海大高輪台,國學院久我山（B）,国学院久我山,4,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.28 18:30,早稲田実業,早稲田実業,国士舘,国士舘,3,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.29 10:00,修徳,修徳,都立東久留米総合,東久留米総合,1,1,終了,https://koko-soccer.com/score/1921
2020,T2,2020.11.29 13:00,多摩大目黒,多摩大学目黒,東京朝鮮中高級学校,東京朝鮮中高級学校,1,3,終了,https://koko-soccer.com/score/1921
2020,T2,2020.12.05 17:00,都立東久留米総合,東久留米総合,東京朝鮮中高級学校,東京朝鮮中高級学校,0,2,終了,https://koko-soccer.com/score/1921
2020,T2,2020.12.05 18:30,早稲田実業,早稲田実業,駒澤大学高等学校（B）,駒澤大高,2,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.12.06 11:00,多摩大目黒,多摩大学目黒,国士舘,国士舘,6,0,終了,https://koko-soccer.com/score/1921
2020,T2,2020.12.06 12:30,修徳,修徳,東海大高輪台,東海大高輪台,2,2,終了,https://koko-soccer.com/score/1921
2020,T2,2020.12.06 16:00,國學院久我山（B）,国学院久我山,三菱養和SCユース（B）,三菱養和SCユース,1,5,終了,https://koko-soccer.com/score/1921
2020,T3,2020.09.06 12:00,都立国分寺,国分寺,関東一（B）,関東第一,2,5,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.03 13:00,日大三,日大三,駿台学園,駿台学園,0,2,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.15 14:00,東海大菅生,東海大菅生,東京成徳大高,東京成徳大高,1,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.20 18:00,東京実業,東京実業,都立石神井,石神井,0,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.12.26 11:00,保善,保善,駒澤大学高等学校（C）,駒澤大高,0,3,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.13 14:00,都立石神井,石神井,東海大菅生,東海大菅生,0,2,終了,https://koko-soccer.com/score/1922
2020,T3,2020.10.05 18:30,駒澤大学高等学校（C）,駒澤大高,都立国分寺,国分寺,6,2,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.29,関東一（B）,関東第一,東京実業,東京実業,1,3,終了,https://koko-soccer.com/score/1922
2020,T3,2020.12.17,駿台学園,駿台学園,保善,保善,4,1,終了,https://koko-soccer.com/score/1922
2020,T3,非公開,東京成徳大高,東京成徳大高,日大三,日大三,,,試合中止 -,https://koko-soccer.com/score/1922
2020,T3,非公開,保善,保善,東京成徳大高,東京成徳大高,,,試合中止 -,https://koko-soccer.com/score/1922
2020,T3,2020.09.14 19:15,東京実業,東京実業,駒澤大学高等学校（C）,駒澤大高,1,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.06 18:00,都立国分寺,国分寺,駿台学園,駿台学園,0,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.23 09:30,日大三,日大三,東海大菅生,東海大菅生,0,2,終了,https://koko-soccer.com/score/1922
2020,T3,非公開,都立石神井,石神井,関東一（B）,関東第一,,,試合中止 -,https://koko-soccer.com/score/1922
2020,T3,2020.09.25 18:15,東京成徳大高,東京成徳大高,都立国分寺,国分寺,0,3,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.08 14:00,東海大菅生,東海大菅生,保善,保善,0,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.15 10:30,日大三,日大三,都立石神井,石神井,0,2,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.23 18:00,駒澤大学高等学校（C）,駒澤大高,関東一（B）,関東第一,0,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.30 18:30,駿台学園,駿台学園,東京実業,東京実業,2,5,終了,https://koko-soccer.com/score/1922
2020,T3,2020.09.30 18:30,関東一（B）,関東第一,駿台学園,駿台学園,1,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.10.01 09:30,保善,保善,日大三,日大三,1,0,終了,https://koko-soccer.com/score/1922
2020,T3,2020.10.01 09:30,都立石神井,石神井,駒澤大学高等学校（C）,駒澤大高,1,1,終了,https://koko-soccer.com/score/1922
2020,T3,2020.11.03 13:30,都立国分寺,国分寺,東海大菅生,東海大菅生,1,1,終了,https://koko-soccer.com/score/1922
