地区,リーグ,年度,部,節,日付,ホーム,アウェイ,ホーム得点,アウェイ得点,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
第5地区,NSリーグ,2026,2部B,第6節,2026-09-05,実践学園高等学校E,佼成学園高等学校,1,2,済,実践学園,E,佼成学園,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,2部B,第6節,,都立西高等学校,明治大学付属中野高等学校B,,,未,西,A,明大中野,B,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,2部B,第6節,2026-06-13,都立光丘高等学校,都立豊多摩高等学校B,6,1,済,光丘,A,豊多摩,B,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,2部B,第7節,,杉並フットボールクラブ,実践学園高等学校E,,,未,杉並フットボールクラブ,A,実践学園,E,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,2部B,第7節,2026-06-14,明治大学付属中野高等学校B,杉並アヤックスサッカークラブ,1,0,済,明大中野,B,杉並アヤックスサッカークラブ,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,2部B,第7節,2026-06-05,佼成学園高等学校,都立豊多摩高等学校B,4,0,済,佼成学園,A,豊多摩,B,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,2部B,第7節,2026-04-18,都立光丘高等学校,都立西高等学校,1,1,済,光丘,A,西,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第1節,,専修大学附属高等学校B,英明フロンティア高等学校,,,未,専修大附,B,英明フロンティア,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第1節,,東京学芸大学附属国際中等教育学校,宝仙学園高等学校,,,未,学芸大国際,A,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第1節,,都立田無高等学校,都立杉並高等学校,1,5,済,田無,A,杉並,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第2節,,専修大学附属高等学校B,宝仙学園高等学校,,,未,専修大附,B,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第2節,2026-06-14,都立杉並高等学校,英明フロンティア高等学校,0,0,済,杉並,A,英明フロンティア,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第2節,,東京学芸大学附属国際中等教育学校,都立田無高等学校,,,未,学芸大国際,A,田無,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第3節,,専修大学附属高等学校B,都立杉並高等学校,,,未,専修大附,B,杉並,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第3節,,都立田無高等学校,宝仙学園高等学校,,,未,田無,A,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第3節,,東京学芸大学附属国際中等教育学校,英明フロンティア高等学校,1,3,済,学芸大国際,A,英明フロンティア,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第4節,,専修大学附属高等学校B,都立田無高等学校,,,未,専修大附,B,田無,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第4節,,東京学芸大学附属国際中等教育学校,都立杉並高等学校,,,未,学芸大国際,A,杉並,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第4節,,宝仙学園高等学校,英明フロンティア高等学校,,,未,宝仙学園,A,英明フロンティア,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第5節,,専修大学附属高等学校B,東京学芸大学附属国際中等教育学校,,,未,専修大附,B,学芸大国際,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第5節,,都立田無高等学校,英明フロンティア高等学校,,,未,田無,A,英明フロンティア,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部A,第5節,2026-04-12,都立杉並高等学校,宝仙学園高等学校,1,1,済,杉並,A,宝仙学園,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第1節,,日本大学第二高等学校B,都立練馬高等学校,,,未,日大二,B,練馬,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第1節,,堀越高等学校C,都立富士高等学校,,,未,堀越,C,富士,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第1節,,都立大泉高等学校,武蔵野大学高等学校,0,4,済,大泉,A,武蔵野大高,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第2節,,日本大学第二高等学校B,都立富士高等学校,,,未,日大二,B,富士,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第2節,,武蔵野大学高等学校,都立練馬高等学校,,,未,武蔵野大高,A,練馬,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第2節,,堀越高等学校C,都立大泉高等学校,,,未,堀越,C,大泉,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第3節,,日本大学第二高等学校B,武蔵野大学高等学校,0,6,済,日大二,B,武蔵野大高,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第3節,,都立大泉高等学校,都立富士高等学校,,,未,大泉,A,富士,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第3節,,堀越高等学校C,都立練馬高等学校,,,未,堀越,C,練馬,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第4節,2026-06-21,日本大学第二高等学校B,都立大泉高等学校,0,0,済,日大二,B,大泉,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第4節,,堀越高等学校C,武蔵野大学高等学校,,,未,堀越,C,武蔵野大高,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第4節,,都立富士高等学校,都立練馬高等学校,,,未,富士,A,練馬,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第5節,,日本大学第二高等学校B,堀越高等学校C,,,未,日大二,B,堀越,C,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第5節,2026-06-07,都立大泉高等学校,都立練馬高等学校,5,0,済,大泉,A,練馬,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部B,第5節,,武蔵野大学高等学校,都立富士高等学校,,,未,武蔵野大高,A,富士,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第1節,2026-05-31,都立鷺宮高等学校B,都立井草高等学校,0,1,済,鷺宮,B,井草,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第1節,,都立武蔵丘高等学校B,都立杉並総合高等学校,,,未,武蔵丘,B,杉並総合,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第1節,,杉並学院高等学校,東京立正高等学校,,,未,杉並学院,A,東京立正,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第2節,,都立武蔵丘高等学校B,明治大学付属中野高等学校C,,,未,武蔵丘,B,明大中野,C,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第2節,,杉並学院高等学校,都立井草高等学校,,,未,杉並学院,A,井草,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第2節,2026-04-19,東京立正高等学校,都立杉並総合高等学校,14,0,済,東京立正,A,杉並総合,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第3節,,都立鷺宮高等学校B,杉並学院高等学校,,,未,鷺宮,B,杉並学院,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第3節,2026-04-02,東京立正高等学校,明治大学付属中野高等学校C,2,0,済,東京立正,A,明大中野,C,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第3節,,都立杉並総合高等学校,都立井草高等学校,,,未,杉並総合,A,井草,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第4節,2026-06-06,都立武蔵丘高等学校B,東京立正高等学校,4,4,済,武蔵丘,B,東京立正,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第4節,2026-06-14,都立鷺宮高等学校B,都立杉並総合高等学校,7,0,済,鷺宮,B,杉並総合,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第4節,2026-09-23,都立井草高等学校,明治大学付属中野高等学校C,,,未,井草,A,明大中野,C,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第5節,2026-06-21,杉並学院高等学校,都立杉並総合高等学校,,,未,杉並学院,A,杉並総合,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第5節,2026-06-14,都立武蔵丘高等学校B,都立井草高等学校,2,6,済,武蔵丘,B,井草,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第5節,2026-06-07,都立鷺宮高等学校B,明治大学付属中野高等学校C,1,0,済,鷺宮,B,明大中野,C,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第6節,,東京立正高等学校,都立井草高等学校,,,未,東京立正,A,井草,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第6節,,杉並学院高等学校,明治大学付属中野高等学校C,,,未,杉並学院,A,明大中野,C,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第6節,2026-06-21,都立鷺宮高等学校B,都立武蔵丘高等学校B,1,1,済,鷺宮,B,武蔵丘,B,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第7節,,都立杉並総合高等学校,明治大学付属中野高等学校C,,,未,杉並総合,A,明大中野,C,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第7節,2026-05-06,都立鷺宮高等学校B,東京立正高等学校,3,2,済,鷺宮,B,東京立正,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第5地区,NSリーグ,2026,3部C,第7節,,都立武蔵丘高等学校B,杉並学院高等学校,,,未,武蔵丘,B,杉並学院,A,https://www.goalnote.net/detail-schedule.php?tid=18597
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-04-05,学大附,筑駒,5,0,済,学芸大附,A,筑波大駒場,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-04-12,学大附,日大三C,2,3,済,学芸大附,A,日大三,C,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-04-19,都市大A,学大附,1,0,済,都市大付,A,学芸大附,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-04-19,小川,駒大F,0,6,済,小川,A,駒澤大高,F,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-04-19,桜修館,目黒日大,3,0,済,桜修館中等,A,目黒日大,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-04-12,筑駒,駒大F,1,3,済,筑波大駒場,A,駒澤大高,F,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-04-03,駒大F,目黒日大,4,0,済,駒澤大高,F,目黒日大,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-05-10,小川,目黒日大,3,0,済,小川,A,目黒日大,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,,2026-05-10,芦花,科学技術学園,7,2,済,芦花,A,科学技術学園,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,,2026-04-18,千歳丘,芦花,3,0,済,千歳丘,A,芦花,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,,2026-05-09,千歳丘,町田工科,9,0,済,千歳丘,A,町田工科,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-05-16,小川,桜修館,5,0,済,小川,A,桜修館中等,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-05-17,筑駒,目黒日大,3,0,済,筑波大駒場,A,目黒日大,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-05-31,学大附,日本学園B,5,2,済,学芸大附,A,日本学園,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-05-31,玉川学園/三田国際/和光,大東学園,8,1,済,玉川学園/三田国際/和光,A,大東学園,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,,2026-05-30,町田工科,科学技術学園,0,1,済,町田工科,A,科学技術学園,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-06-07,目黒日大,目黒学院,13,2,済,目黒日大,A,目黒学院,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-06-07,学大附,桜修館,5,0,済,学芸大附,A,桜修館中等,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-05-24,都市大A,桜修館,8,0,済,都市大付,A,桜修館中等,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-07,玉川学園/三田国際/和光,日大桜丘A,1,1,済,玉川学園/三田国際/和光,A,日大櫻丘,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-05-03,狛江B,駒場C,0,0,済,狛江,B,駒場,C,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-05-10,狛江B,大東学園,3,0,済,狛江,B,大東学園,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-05-16,狛江B,桜町,3,0,済,狛江,B,桜町,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-07,桜美林A,狛江B,3,0,済,桜美林,A,狛江,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,,2026-06-07,芦花,目黒,1,2,済,芦花,A,目黒,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部B,,2026-06-07,日大桜丘B,国際,5,1,済,日大櫻丘,B,国際,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-04-29,多摩大目黒D,駒場C,3,4,済,多摩大学目黒,D,駒場,C,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-05-02,多摩大目黒D,桜町,2,0,済,多摩大学目黒,D,桜町,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-05-05,多摩大目黒D,日大桜丘A,1,0,済,多摩大学目黒,D,日大櫻丘,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-13,玉川学園/三田国際/和光,桜町,3,0,済,玉川学園/三田国際/和光,A,桜町,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,,2026-06-14,芦花,駒大H,1,6,済,芦花,A,駒澤大高,H,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,,2026-06-14,科学技術学園,玉川学園/三田国際/和光,1,0,済,科学技術学園,A,玉川学園/三田国際/和光,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-07,桜美林A,狛江B,3,0,済,桜美林,A,狛江,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-14,桜美林A,大東学園,6,0,済,桜美林,A,大東学園,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-04-19,桜美林A,桜町,1,3,済,桜美林,A,桜町,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-06-14,筑駒,目黒学院,7,2,済,筑波大駒場,A,目黒学院,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-06-14,目黒日大,日本学園B,1,0,済,目黒日大,A,日本学園,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-14,狛江B,日大桜丘A,0,3,済,狛江,B,日大櫻丘,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-19,駒場学園B,狛江B,1,4,済,駒場学園,B,狛江,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-06-21,学大附,駒大F,1,3,済,学芸大附,A,駒澤大高,F,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-21,玉川学園/三田国際/和光,多摩大目黒D,1,1,済,玉川学園/三田国際/和光,A,多摩大学目黒,D,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-06-21,都市大A,日本学園B,6,1,済,都市大付,A,日本学園,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,,2026-06-28,玉川学園/三田国際/和光,駒場C,5,4,済,玉川学園/三田国際/和光,A,駒場,C,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,,2026-06-28,都市大A,目黒日大,2,1,済,都市大付,A,目黒日大,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-01,駒場学園A,日大三B,1,0,済,駒場学園,A,日大三,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-01,成城学園,駒大E,2,5,済,成城学園,A,駒澤大高,E,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-04,成城学園,日大三B,0,2,済,成城学園,A,日大三,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-05,成瀬,農大一,0,5,済,成瀬,A,農大一,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-07,駒場学園A,国士舘C,2,0,済,駒場学園,A,国士舘,C,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-12,都市大等々力,国士舘C,1,3,済,都市大等々力,A,国士舘,C,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-12,野津田,駒場B,1,0,済,野津田,A,駒場,B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,,2026-04-12,都市大等々力,農大一,0,2,済,都市大等々力,A,農大一,A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv
