地区,リーグ,年度,部,節,日付,ホーム,アウェイ,ホーム得点,アウェイ得点,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
第2地区,DUOリーグ,2025,グループA,第7節,2025-09-29,淑徳巣鴨A,立教池袋,4,1,済,淑徳巣鴨,A,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第7節,2025-05-11,足立新田,郁文館,5,6,済,足立新田,A,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第8節,2025-11-05,文京A,足立新田,4,2,済,文京,A,足立新田,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第8節,2025-10-05,日大豊山C,豊南A,2,1,済,日大豊山,C,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第8節,2025-09-21,都立江北,郁文館,1,4,済,江北,A,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第8節,2025-10-13,立教池袋,駒込B,1,1,済,立教池袋,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第8節,2025-10-17,淑徳巣鴨A,都立豊島A,1,1,済,淑徳巣鴨,A,豊島,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第9節,2025-10-05,都立江北,文京A,1,5,済,江北,A,文京,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第9節,2025-09-23,都立豊島A,立教池袋,4,0,済,豊島,A,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第9節,2025-10-26,足立新田,日大豊山C,1,6,済,足立新田,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第9節,2025-06-30,豊南A,淑徳巣鴨A,2,5,済,豊南,A,淑徳巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループA,第9節,2025-09-07,郁文館,駒込B,2,1,済,郁文館,A,駒込,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第1節,2025-11-16,獨協,筑波大附属,7,0,済,獨協,A,筑波大学附属,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第1節,2025-06-15,巣鴨,小石川,4,1,済,巣鴨,A,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第1節,2025-09-23,都立豊島B,淑徳巣鴨B,3,2,済,豊島,B,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第2節,2025-06-22,豊島学院B,獨協,3,2,済,豊島学院,B,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第2節,2025-10-19,筑波大附属,豊南B,6,1,済,筑波大学附属,A,豊南,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第2節,2025-04-06,小石川,都立豊島B,1,1,済,小石川中等教育,A,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第2節,2025-06-09,淑徳巣鴨B,巣鴨,2,7,済,淑徳巣鴨,B,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第3節,2025-10-01,巣鴨,豊島学院B,1,2,済,巣鴨,A,豊島学院,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第3節,2025-04-13,都立豊島B,筑波大附属,4,2,済,豊島,B,筑波大学附属,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第3節,2025-11-03,豊南B,小石川,2,10,済,豊南,B,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第3節,2025-05-06,獨協,淑徳巣鴨B,2,7,済,獨協,A,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第4節,2025-06-07,豊島学院B,都立豊島B,0,2,済,豊島学院,B,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第4節,2025-10-13,筑波大附属,巣鴨,0,7,済,筑波大学附属,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第4節,2025-04-20,小石川,獨協,4,0,済,小石川中等教育,A,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第5節,2025-09-06,淑徳巣鴨B,豊島学院B,4,0,済,淑徳巣鴨,B,豊島学院,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第5節,2025-11-23,筑波大附属,小石川,3,2,済,筑波大学附属,A,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第5節,2025-06-22,豊南B,都立豊島B,0,4,済,豊南,B,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第5節,2025-04-13,獨協,巣鴨,2,6,済,獨協,A,巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第6節,2025-06-01,豊島学院B,小石川,1,2,済,豊島学院,B,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第6節,2025-06-29,筑波大附属,淑徳巣鴨B,2,5,済,筑波大学附属,A,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第6節,2025-09-28,都立豊島B,獨協,4,0,済,豊島,B,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第6節,2025-11-16,巣鴨,豊南B,10,2,済,巣鴨,A,豊南,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第7節,2025-05-18,筑波大附属,豊島学院B,2,0,済,筑波大学附属,A,豊島学院,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第7節,2025-10-01,淑徳巣鴨B,小石川,3,0,済,淑徳巣鴨,B,小石川中等教育,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第7節,2025-03-26,巣鴨,都立豊島B,0,1,済,巣鴨,A,豊島,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第7節,2025-06-08,豊南B,獨協,1,2,済,豊南,B,獨協,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第1節,2025-04-06,東洋大京北,京華A,2,3,済,東洋大京北,A,京華,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第1節,2025-06-22,足立学園,都立足立,3,1,済,足立学園,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第1節,2025-09-14,昭和第一A,向丘,3,1,済,昭和第一,A,向丘,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第2節,2025-04-25,城西A,東洋大京北,1,1,済,城西大城西,A,東洋大京北,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第2節,2025-06-08,京華A,淵江,4,0,済,京華,A,淵江,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第2節,2025-06-08,都立足立,昭和第一A,0,1,済,足立,A,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第2節,2025-10-03,向丘,足立学園,1,4,済,向丘,A,足立学園,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第3節,2025-06-16,足立学園,城西A,2,1,済,足立学園,A,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第3節,2025-04-20,昭和第一A,京華A,2,2,済,昭和第一,A,京華,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第3節,2025-09-28,淵江,都立足立,0,3,済,淵江,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第3節,2025-09-27,東洋大京北,向丘,5,2,済,東洋大京北,A,向丘,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第4節,2025-05-08,城西A,昭和第一A,3,3,済,城西大城西,A,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第4節,2025-06-29,京華A,足立学園,1,1,済,京華,A,足立学園,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第4節,2025-11-19,都立足立,東洋大京北,0,3,済,足立,A,東洋大京北,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第4節,2025-04-20,向丘,淵江,1,2,済,向丘,A,淵江,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第5節,2025-06-08,向丘,城西A,0,1,済,向丘,A,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第5節,2025-03-28,都立足立,京華A,1,1,済,足立,A,京華,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第5節,2025-06-22,淵江,昭和第一A,1,7,済,淵江,A,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第5節,2025-04-20,東洋大京北,足立学園,1,2,済,東洋大京北,A,足立学園,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第6節,2025-04-13,城西A,都立足立,0,0,済,城西大城西,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第6節,2025-05-31,京華A,向丘,4,0,済,京華,A,向丘,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第6節,2025-11-06,昭和第一A,東洋大京北,1,3,済,昭和第一,A,東洋大京北,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第6節,2025-05-11,足立学園,淵江,3,1,済,足立学園,A,淵江,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第7節,2025-06-22,京華A,城西A,1,0,済,京華,A,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第7節,2025-04-04,向丘,都立足立,0,1,済,向丘,A,足立,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第7節,2025-04-07,足立学園,昭和第一A,2,1,済,足立学園,A,昭和第一,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第7節,2025-10-26,淵江,東洋大京北,3,5,済,淵江,A,東洋大京北,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第1節,2025-05-11,文京B,昭和第一B,2,0,済,文京,B,昭和第一,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第1節,2025-05-03,足立東,貞静学園,1,1,済,足立東,A,貞静学園,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第2節,2025-06-01,昭和第一B,足立東,4,0,済,昭和第一,B,足立東,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第2節,2025-11-20,貞静学園,文京B,0,11,済,貞静学園,A,文京,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第3節,2025-03-26,文京B,中大高,1,2,済,文京,B,中央大学高,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第3節,2025-06-22,足立東,FC西巣鴨03,0,3,済,足立東,A,FC西巣鴨03,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第4節,2025-10-12,中大高,足立東,8,0,済,中央大学高,A,足立東,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第4節,2025-10-19,FC西巣鴨03,文京B,2,3,済,FC西巣鴨03,A,文京,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第5節,2025-06-22,貞静学園,中大高,0,4,済,貞静学園,A,中央大学高,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第5節,2025-09-14,昭和第一B,FC西巣鴨03,0,4,済,昭和第一,B,FC西巣鴨03,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第6節,2025-11-30,中大高,昭和第一B,2,0,済,中央大学高,A,昭和第一,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第6節,2025-11-01,FC西巣鴨03,貞静学園,11,0,済,FC西巣鴨03,A,貞静学園,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第7節,2025-04-13,FC西巣鴨03,中大高,2,1,済,FC西巣鴨03,A,中央大学高,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループD,第7節,2025-11-23,貞静学園,昭和第一B,0,5,済,貞静学園,A,昭和第一,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第1節,2025-11-22,城西B,都立青井,3,0,済,城西大城西,B,青井,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第1節,2025-05-11,京華商業,京華B,1,2,済,京華商業,A,京華,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第2節,2025-06-14,都立青井,京華商業,1,1,済,青井,A,京華商業,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第2節,2025-06-22,京華B,城西B,0,2,済,京華,B,城西大城西,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第3節,2025-04-18,城西B,竹早,,,未,城西大城西,B,竹早,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第3節,2025-06-07,京華商業,足立西,1,0,済,京華商業,A,足立西,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第4節,2025-06-17,竹早,京華商業,2,0,済,竹早,A,京華商業,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第4節,2025-11-16,足立西,城西B,7,1,済,足立西,A,城西大城西,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第5節,2025-04-20,京華B,竹早,0,2,済,京華,B,竹早,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第5節,2025-05-11,都立青井,足立西,2,1,済,青井,A,足立西,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第6節,2025-06-22,竹早,都立青井,1,0,済,竹早,A,青井,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第6節,2025-04-12,足立西,京華B,5,1,済,足立西,A,京華,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第7節,2025-11-22,足立西,竹早,3,0,済,足立西,A,竹早,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第7節,2025-05-05,京華B,都立青井,0,3,済,京華,B,青井,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第7節,2025-06-01,城西B,京華商業,2,1,済,城西大城西,B,京華商業,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第7節,2025-04-13,都立足立,城西A,,,未,足立,A,城西大城西,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループ,第7節,2025-05-31,,,,,未,,A,,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループB,第7節,2025-05-25,豊南B,淑徳巣鴨B,0,3,済,豊南,B,淑徳巣鴨,B,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループ,第2節,2025-06-01,,,,,未,,A,,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループE,第2節,2025-09-11,城西B,竹早,1,7,済,城西大城西,B,竹早,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2025,グループC,第2節,2025-10-01,城西A,淵江,2,0,済,城西大城西,A,淵江,A,https://www.goalnote.net/detail-schedule.php?tid=16985
第2地区,DUOリーグ,2026,グループA,第1節,2026-04-04,都立豊島B,豊島学院A,1,2,済,豊島,B,豊島学院,A,https://www.goalnote.net/detail-schedule.php?tid=18409
第2地区,DUOリーグ,2026,グループA,第1節,2026-04-12,日大豊山C,立教池袋,1,2,済,日大豊山,C,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=18409
第2地区,DUOリーグ,2026,グループA,第1節,2026-05-05,都立文京A,郁文館,4,1,済,文京,A,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=18409
第2地区,DUOリーグ,2026,グループA,第1節,2026-04-07,淑徳巣鴨A,豊南A,7,1,済,淑徳巣鴨,A,豊南,A,https://www.goalnote.net/detail-schedule.php?tid=18409
第2地区,DUOリーグ,2026,グループA,第1節,2026-04-01,足立学園,駒込A,0,7,済,足立学園,A,駒込,A,https://www.goalnote.net/detail-schedule.php?tid=18409
